ano,mes,cbo6,secao,mov,porte,n,sal_medio
2023,9,212405,Q,deslig,9,1,1849.17
2023,9,212405,R,deslig,9,1,12000.0
2023,9,212405,S,adm,9,1,1926.95
2023,9,212410,C,adm,3,1,4500.0
2023,9,212410,F,adm,8,1,1600.0
2023,9,212410,F,deslig,6,1,3451.8
2023,9,212410,I,adm,5,1,2500.0
2023,9,212410,L,adm,5,1,6500.0
2023,9,212425,J,adm,3,1,22916.66
2023,9,212425,Q,adm,10,1,18000.0
2023,9,203105,K,adm,5,1,4717.01
2023,9,212205,C,deslig,9,1,9500.0
2023,9,212205,N,deslig,9,1,16579.0
2023,9,212215,M,deslig,10,1,22849.58
2023,9,212305,C,deslig,8,1,3193.8
2023,9,212405,L,deslig,3,1,3419.0
2023,9,212410,L,deslig,5,1,5630.0
2023,9,212425,J,adm,5,1,13500.0
2023,10,203105,C,deslig,10,2,9409.06
2023,10,203105,H,adm,8,2,8476.57
2023,10,203105,J,adm,7,4,9750.0
2023,10,203105,J,deslig,1,1,8000.0
2023,10,203105,J,deslig,3,1,20366.85
2023,10,203105,M,adm,5,2,6532.7
2023,10,203105,N,deslig,5,1,14331.84
2023,10,211205,J,deslig,6,2,6433.38
2023,10,211205,J,deslig,9,17,9946.41
2023,10,211205,K,adm,10,2,5533.0
2023,10,211205,K,deslig,8,3,13207.13
2023,10,211205,M,deslig,8,2,10836.5
2023,10,211205,M,deslig,9,3,7292.33
2023,10,211205,M,deslig,10,1,12374.0
2023,10,211210,N,adm,10,2,5000.0
2023,10,212205,C,adm,9,3,9666.67
2023,10,212205,G,adm,7,2,14500.0
2023,10,212205,J,adm,5,5,7775.35
2023,10,212205,J,adm,7,6,9372.89
2023,10,212205,J,adm,8,16,17175.88
2023,10,212205,J,adm,9,5,13840.4
2023,10,212205,J,adm,10,5,18273.42
2023,10,212205,J,deslig,2,1,11500.0
2023,10,212205,J,deslig,3,1,12245.71
2023,10,212205,J,deslig,6,7,9736.93
2023,10,212205,J,deslig,8,10,13436.42
2023,10,212205,J,deslig,9,26,12625.91
2023,10,212205,K,adm,10,6,12650.42
2023,10,212205,K,deslig,6,2,10716.55
2023,10,212205,K,deslig,8,2,16681.55
2023,10,212205,L,deslig,6,2,9479.34
2023,10,212205,M,deslig,7,3,15348.33
2023,10,212205,M,deslig,9,6,10884.3
2023,10,212205,M,deslig,10,14,12617.17
2023,10,212205,N,adm,9,6,11432.83
2023,10,212210,M,adm,8,19,14554.42
2023,10,212210,N,adm,4,1,22000.0
2023,10,212215,G,adm,8,1,6500.0
2023,10,212215,H,adm,7,1,11337.6
2023,10,212215,J,adm,6,19,13214.03
2023,10,212215,J,adm,7,39,11732.4
2023,10,212215,J,adm,10,34,9470.51
2023,10,212215,J,deslig,1,2,13574.0
2023,10,212215,J,deslig,5,11,16793.78
2023,10,212215,J,deslig,6,14,14381.93
2023,10,212215,J,deslig,7,18,11407.77
2023,10,212215,J,deslig,8,6,12951.4
2023,10,212215,J,deslig,9,5,20096.01
2023,10,212215,J,deslig,10,11,9893.59
2023,10,212215,K,adm,8,4,9196.75
2023,10,212215,K,deslig,7,2,12573.52
2023,10,212215,K,deslig,8,7,13209.51
2023,10,212215,K,deslig,10,27,13909.72
2023,10,212215,M,adm,4,1,38800.66
2023,10,212215,M,adm,6,6,19833.33
2023,10,212215,M,adm,7,3,28541.05
2023,10,212215,M,deslig,7,1,13697.61
2023,10,212215,M,deslig,9,1,28697.85
2023,10,212215,N,adm,7,12,20892.19
2023,10,212215,N,adm,8,27,22696.19
2023,10,212215,N,adm,9,1,9500.0
2023,10,212215,N,deslig,8,6,24831.0
2023,10,212215,N,deslig,9,3,14857.15
2023,10,212215,N,deslig,10,1,15133.0
2023,10,212305,G,adm,1,1,20000.0
2023,10,212305,J,adm,7,15,7033.33
2023,10,212305,J,adm,8,2,17500.0
2023,10,212305,J,adm,9,11,8717.14
2023,10,212305,J,adm,10,21,10127.56
2023,10,212305,J,deslig,5,6,9705.33
2023,10,212305,J,deslig,7,11,7626.33
2023,10,212305,J,deslig,8,2,13377.5
2023,10,212305,J,deslig,9,18,6928.15
2023,10,212305,J,deslig,10,11,10103.0
2023,10,212305,K,adm,8,2,15000.0
2023,10,212305,K,deslig,5,1,13982.76
2023,10,212305,M,adm,6,1,2650.0
2023,10,212305,M,deslig,7,5,7714.12
2023,10,212305,M,deslig,10,4,11486.7
2023,10,212305,N,adm,8,5,10640.0
2023,10,212305,N,adm,10,6,10318.28
2023,10,212305,N,deslig,10,6,8518.9
2023,10,212405,C,adm,2,1,3000.0
2023,10,212405,C,adm,7,21,7067.36
2023,10,212405,C,adm,8,17,8360.49
2023,10,212405,C,adm,9,24,8758.15
2023,10,212405,C,adm,10,31,9760.73
2023,10,212405,C,deslig,9,20,11715.0
2023,10,212405,C,deslig,10,38,10280.55
2023,10,212405,D,deslig,7,2,6064.8
2023,10,212405,D,deslig,10,3,10946.66
2023,10,212405,F,adm,4,1,3012.2
2023,10,212405,F,deslig,5,4,3344.64
2023,10,212405,G,adm,1,8,3326.62
2023,10,212405,G,adm,4,9,3928.89
2023,10,212405,G,adm,5,16,6521.09
2023,10,212405,G,adm,6,9,5216.99
2023,10,212405,G,adm,7,23,6364.54
2023,10,212405,G,adm,8,17,8719.16
2023,10,212405,G,adm,10,12,10509.25
2023,10,212405,G,deslig,5,11,4213.22
2023,10,212405,G,deslig,6,15,5321.69
2023,10,212405,G,deslig,7,25,7579.98
2023,10,212405,G,deslig,8,10,9429.97
2023,10,212405,G,deslig,10,18,10233.73
2023,10,212405,H,adm,7,9,7486.78
2023,10,212405,H,adm,8,5,5344.8
2023,10,212405,I,deslig,6,1,4599.74
2023,10,212405,J,adm,1,40,7281.0
2023,10,212405,J,adm,2,29,5017.98
2023,10,212405,J,adm,3,26,4496.05
2023,10,212405,J,adm,4,57,5921.56
2023,10,212405,J,adm,5,93,5825.03
2023,10,212405,J,adm,6,130,5969.62
2023,10,212405,J,adm,7,220,6860.49
2023,10,212405,J,adm,8,148,8996.7
2023,10,212405,J,adm,9,192,9091.9
2023,10,212405,J,adm,10,562,9538.72
2023,10,212405,J,deslig,1,39,6806.14
2023,10,212405,J,deslig,2,28,3735.33
2023,10,212405,J,deslig,3,36,5770.6
2023,10,212405,J,deslig,4,50,4373.06
2023,10,212405,J,deslig,5,104,5552.76
2023,10,212405,J,deslig,6,175,5705.18
2023,10,212405,J,deslig,7,193,7685.95
2023,10,212405,J,deslig,8,158,9045.5
2023,10,212405,J,deslig,9,209,8575.22
2023,10,212405,J,deslig,10,454,9670.26
2023,10,212405,K,adm,1,9,6822.22
2023,10,212405,K,adm,2,4,8609.43
2023,10,212405,K,adm,5,14,6661.95
2023,10,212405,K,adm,6,14,8364.12
2023,10,212405,K,adm,7,21,10148.22
2023,10,212405,K,adm,8,23,9346.93
2023,10,212405,K,adm,9,63,9257.94
2023,10,212405,K,adm,10,317,8448.39
2023,10,212405,K,deslig,4,3,14093.72
2023,10,212405,K,deslig,5,13,6535.78
2023,10,212405,K,deslig,6,14,8858.18
2023,10,212405,K,deslig,7,30,9459.64
2023,10,212405,K,deslig,8,15,9328.75
2023,10,212405,K,deslig,9,26,9589.33
2023,10,212405,K,deslig,10,209,10937.37
2023,10,212405,L,adm,10,5,9060.0
2023,10,212405,M,adm,1,8,3841.68
2023,10,212405,M,adm,2,14,5404.68
2023,10,212405,M,adm,5,21,7770.22
2023,10,212405,M,adm,6,12,5652.58
2023,10,212405,M,adm,7,32,8710.13
2023,10,212405,M,adm,8,14,8971.43
2023,10,212405,M,adm,9,31,7671.98
2023,10,212405,M,adm,10,105,8872.22
2023,10,212405,M,deslig,1,6,4115.72
2023,10,212405,M,deslig,2,4,5075.74
2023,10,212405,M,deslig,3,6,4625.71
2023,10,212405,M,deslig,6,14,7488.57
2023,10,212405,M,deslig,7,17,6885.56
2023,10,212405,M,deslig,9,34,9641.25
2023,10,212405,M,deslig,10,109,9110.94
2023,10,212405,N,adm,1,16,7294.21
2023,10,212405,N,adm,3,7,3159.73
2023,10,212405,N,adm,5,49,4425.68
2023,10,212405,N,adm,6,10,7191.54
2023,10,212405,N,adm,7,29,9782.56
2023,10,212405,N,adm,8,35,7111.32
2023,10,212405,N,adm,9,51,3973.42
2023,10,212405,N,adm,10,51,7146.63
2023,10,212405,N,deslig,2,3,2168.57
2023,10,212405,N,deslig,3,2,7769.5
2023,10,212405,N,deslig,4,9,2992.98
2023,10,212405,N,deslig,6,12,4871.65
2023,10,212405,N,deslig,7,18,8441.0
2023,10,212405,N,deslig,8,42,8398.38
2023,10,212405,N,deslig,9,33,5800.18
2023,10,212405,N,deslig,10,37,7976.07
2023,10,212405,P,adm,7,1,5000.0
2023,10,212405,P,adm,8,7,8941.67
2023,10,212405,P,deslig,3,2,5844.16
2023,10,212405,P,deslig,7,3,4931.35
2023,10,212405,P,deslig,9,5,8148.82
2023,10,212405,Q,adm,1,3,8666.67
2023,10,212405,Q,adm,5,4,2697.51
2023,10,212405,Q,adm,10,24,7993.72
2023,10,212405,Q,deslig,1,6,14432.39
2023,10,212405,Q,deslig,9,5,6198.18
2023,10,212405,Q,deslig,10,15,8801.51
2023,10,212405,R,adm,5,1,5500.0
2023,10,212405,S,adm,5,9,2809.12
2023,10,212405,S,adm,7,4,3541.12
2023,10,212405,S,deslig,1,1,8556.95
2023,10,212405,S,deslig,2,5,3480.02
2023,10,212405,S,deslig,3,4,2300.52
2023,10,212405,S,deslig,5,4,2676.33
2023,10,212405,S,deslig,6,8,38659.95
2023,10,212410,C,adm,9,5,7142.6
2023,10,212410,C,deslig,5,2,3230.93
2023,10,212410,C,deslig,7,6,7274.31
2023,10,212410,C,deslig,9,2,4467.61
2023,10,212410,C,deslig,10,3,5921.23
2023,10,212410,G,adm,3,8,3775.0
2023,10,212410,G,adm,4,7,2845.5
2023,10,212410,G,adm,6,11,4948.39
2023,10,212410,G,deslig,2,2,2293.07
2023,10,212410,G,deslig,3,10,3742.28
2023,10,212410,G,deslig,4,10,2914.44
2023,10,212410,G,deslig,5,3,4202.33
2023,10,212410,G,deslig,6,8,4024.66
2023,10,212410,G,deslig,7,13,5052.91
2023,10,212410,G,deslig,9,3,7656.19
2023,10,212410,H,adm,6,3,2747.02
2023,10,212410,H,adm,7,3,3928.67
2023,10,212410,I,adm,10,1,6000.0
2023,10,212410,J,adm,1,8,4435.48
2023,10,212410,J,adm,3,11,4609.88
2023,10,212410,J,adm,4,18,3882.77
2023,10,212410,J,adm,5,25,3638.01
2023,10,212410,J,adm,7,35,6511.36
2023,10,212410,J,adm,9,22,7293.58
2023,10,212410,J,adm,10,35,5196.01
2023,10,212410,J,deslig,2,9,3276.93
2023,10,212410,J,deslig,3,6,3585.56
2023,10,212410,J,deslig,4,13,3898.54
2023,10,212410,J,deslig,5,45,4336.92
2023,10,212410,J,deslig,6,24,6724.46
2023,10,212410,J,deslig,7,43,6781.64
2023,10,212410,J,deslig,8,16,7388.26
2023,10,212410,J,deslig,9,35,9010.32
2023,10,212410,J,deslig,10,23,4812.18
2023,10,212410,K,adm,5,3,6765.13
2023,10,212410,K,adm,7,6,5769.4
2023,10,212410,K,adm,8,5,8390.52
2023,10,212410,K,adm,9,3,8827.39
2023,10,212410,K,adm,10,5,17954.91
2023,10,212410,K,deslig,3,2,4284.74
2023,10,212410,K,deslig,7,3,11767.7
2023,10,212410,K,deslig,9,3,7418.91
2023,10,212410,K,deslig,10,12,15109.48
2023,10,212410,L,adm,5,1,6500.0
2023,10,212410,M,adm,5,8,4823.26
2023,10,212410,M,adm,6,7,4233.78
2023,10,212410,M,adm,8,10,3780.0
2023,10,212410,M,adm,10,11,8520.45
2023,10,212410,M,deslig,1,4,3350.35
2023,10,212410,M,deslig,2,6,2044.04
2023,10,212410,M,deslig,5,11,5022.93
2023,10,212410,M,deslig,8,8,3802.86
2023,10,212410,M,deslig,10,10,5953.94
2023,10,212410,N,adm,5,5,3551.22
2023,10,212410,N,adm,9,2,9162.96
2023,10,212410,N,adm,10,13,2512.95
2023,10,212410,N,deslig,1,4,7500.0
2023,10,212410,N,deslig,9,3,2348.0
2023,10,212410,N,deslig,10,29,4536.02
2023,10,212410,P,adm,9,3,4185.94
2023,10,212410,P,deslig,9,4,7601.25
2023,10,212410,Q,deslig,10,1,5646.0
2023,10,212410,S,adm,4,3,4133.33
2023,10,212410,S,adm,5,6,3483.33
2023,10,212410,S,deslig,1,2,1902.26
2023,10,212410,S,deslig,5,9,4932.6
2023,10,212425,G,deslig,9,1,11074.43
2023,10,212425,G,deslig,10,1,14536.0
2023,10,212425,J,adm,5,4,9359.85
2023,10,212425,J,adm,6,1,17000.0
2023,10,212425,J,adm,7,4,12000.0
2023,10,212425,J,adm,10,14,13507.14
2023,10,212425,J,deslig,6,6,13656.17
2023,10,212425,J,deslig,10,13,17787.62
2023,10,212425,K,deslig,8,1,15000.0
2023,10,212425,M,adm,10,11,16409.09
2023,10,203105,J,deslig,10,2,8230.68
2023,10,203105,M,adm,4,1,11923.07
2023,10,203105,M,adm,9,2,8423.5
2023,10,203105,M,adm,10,9,10166.67
2023,10,203105,N,adm,8,2,4750.0
2023,10,211205,H,adm,10,1,12066.43
2023,10,211205,J,deslig,8,1,6487.11
2023,10,211205,K,adm,8,3,18635.33
2023,10,211205,M,adm,7,1,8300.0
2023,10,211205,M,deslig,5,1,10951.94
2023,10,211205,N,deslig,8,1,9168.38
2023,10,211205,Q,adm,10,2,4724.51
2023,10,211220,J,adm,7,3,12500.0
2023,10,212205,C,adm,5,1,7000.0
2023,10,212205,G,adm,10,3,13034.67
2023,10,212205,G,deslig,5,1,19392.4
2023,10,212205,G,deslig,10,4,14091.25
2023,10,212205,J,adm,1,3,19333.33
2023,10,212205,J,adm,3,2,12750.0
2023,10,212205,J,deslig,4,2,10135.45
2023,10,212205,J,deslig,5,6,9534.73
2023,10,212205,J,deslig,10,6,16638.3
2023,10,212205,K,adm,6,1,9000.0
2023,10,212205,M,adm,10,10,12497.1
2023,10,212205,N,deslig,6,1,24210.83
2023,10,212205,N,deslig,7,3,11489.46
2023,10,212210,J,deslig,5,1,15150.0
2023,10,212215,J,adm,1,3,12000.0
2023,10,212215,J,adm,2,3,20566.67
2023,10,212215,J,adm,5,8,10012.07
2023,10,212215,J,adm,8,9,14176.67
2023,10,212215,J,adm,9,3,14805.56
2023,10,212215,J,deslig,3,2,25701.13
2023,10,212215,K,adm,6,3,14333.33
2023,10,212215,K,adm,10,6,13000.0
2023,10,212215,K,deslig,6,1,22395.0
2023,10,212215,M,adm,1,2,17994.61
2023,10,212215,N,adm,10,5,14300.0
2023,10,212215,N,deslig,5,1,31832.38
2023,10,212215,N,deslig,7,6,19030.92
2023,10,212215,Q,deslig,6,1,13500.0
2023,10,212215,S,deslig,5,1,6500.0
2023,10,212305,H,adm,7,2,2843.66
2023,10,212305,J,adm,1,3,8172.0
2023,10,212305,J,adm,6,6,5269.3
2023,10,212305,J,deslig,4,1,3305.0
2023,10,212305,J,deslig,6,4,5198.85
2023,10,212305,K,adm,10,10,9471.03
2023,10,212305,L,deslig,10,2,12779.3
2023,10,212305,M,deslig,6,2,10773.37
2023,10,212305,N,adm,3,1,3600.0
2023,10,212305,N,deslig,7,4,9589.57
2023,10,212305,N,deslig,8,2,6966.8
2023,10,212305,N,deslig,9,5,7816.29
2023,10,212405,C,adm,6,7,4184.38
2023,10,212405,C,deslig,6,14,4135.07
2023,10,212405,C,deslig,7,17,6979.42
2023,10,212405,C,deslig,8,15,10419.37
2023,10,212405,F,adm,8,3,6100.67
2023,10,212405,F,adm,9,3,7899.18
2023,10,212405,F,adm,10,3,4000.0
2023,10,212405,F,deslig,7,1,5772.51
2023,10,212405,F,deslig,8,1,3025.9
2023,10,212405,F,deslig,10,7,4199.13
2023,10,212405,G,adm,2,4,2175.0
2023,10,212405,G,adm,9,12,12400.0
2023,10,212405,G,deslig,2,3,4803.84
2023,10,212405,G,deslig,3,7,3212.12
2023,10,212405,G,deslig,4,6,3600.67
2023,10,212405,H,deslig,6,3,13476.33
2023,10,212405,H,deslig,7,4,7225.27
2023,10,212405,H,deslig,8,6,8549.33
2023,10,212405,I,adm,6,1,2500.0
2023,10,212405,L,deslig,10,8,11699.37
2023,10,212405,M,adm,3,3,3066.67
2023,10,212405,M,adm,4,8,3314.89
2023,10,212405,M,deslig,4,6,3294.73
2023,10,212405,M,deslig,5,17,6831.64
2023,10,212405,M,deslig,8,14,10172.52
2023,10,212405,N,adm,2,4,4122.86
2023,10,212405,N,adm,4,4,3775.0
2023,10,212405,N,deslig,1,10,5483.64
2023,10,212405,N,deslig,5,11,3184.64
2023,10,212405,P,adm,4,3,7334.68
2023,10,212405,P,adm,5,2,2750.0
2023,10,212405,P,adm,9,6,8565.43
2023,10,212405,Q,adm,4,2,5970.14
2023,10,212405,S,adm,1,5,5740.0
2023,10,212405,S,adm,6,7,6062.95
2023,10,212410,C,adm,1,3,2666.67
2023,10,212410,C,adm,5,1,6000.0
2023,10,212410,C,adm,7,3,4105.2
2023,10,212410,C,adm,10,1,15500.0
2023,10,212410,F,adm,7,2,3270.51
2023,10,212410,G,adm,1,2,1925.0
2023,10,212410,G,adm,8,13,7050.5
2023,10,212410,H,adm,1,1,3274.49
2023,10,212410,H,deslig,5,1,6496.09
2023,10,212410,H,deslig,7,1,2200.0
2023,10,212410,I,deslig,9,3,4455.36
2023,10,212410,J,adm,6,18,4752.46
2023,10,212410,J,adm,8,26,5787.79
2023,10,212410,K,deslig,6,5,4692.39
2023,10,212410,K,deslig,8,3,5740.82
2023,10,212410,L,adm,10,2,3130.0
2023,10,212410,M,adm,7,5,5075.54
2023,10,212410,M,adm,9,4,14625.0
2023,10,212410,M,deslig,3,5,3597.58
2023,10,212410,M,deslig,7,3,10827.72
2023,10,212410,N,adm,1,9,4358.97
2023,10,212410,N,adm,2,3,2326.67
2023,10,212410,N,adm,3,5,3440.92
2023,10,212410,N,adm,7,6,7596.34
2023,10,212410,N,deslig,4,1,2125.5
2023,10,212410,N,deslig,5,9,2645.11
2023,10,212410,N,deslig,7,7,8149.64
2023,10,212410,N,deslig,8,2,2769.51
2023,10,212410,P,adm,2,1,4500.0
2023,10,212410,P,deslig,5,1,1819.87
2023,10,212410,P,deslig,8,2,3882.0
2023,10,212410,Q,deslig,7,2,5790.61
2023,10,212410,R,deslig,9,1,2370.38
2023,10,212410,S,deslig,4,2,4896.87
2023,10,212425,C,adm,10,1,11000.0
2023,10,212425,J,adm,3,1,22916.66
2023,10,212425,J,adm,9,2,12500.0
2023,10,212425,J,deslig,3,1,13000.0
2023,10,212425,J,deslig,8,6,15208.87
2023,10,212425,K,adm,8,1,7000.0
2023,10,212425,K,adm,10,9,15587.81
2023,10,212425,M,adm,7,1,14500.0
2023,10,212425,N,deslig,10,1,17500.0
2023,10,203105,C,adm,10,1,5100.0
2023,10,203105,G,deslig,6,1,3300.0
2023,10,203105,G,deslig,7,1,9783.82
2023,10,203105,G,deslig,10,3,4978.88
2023,10,203105,H,deslig,8,2,7300.0
2023,10,203105,J,adm,6,4,6325.75
2023,10,211205,G,adm,6,1,5000.0
2023,10,211205,H,deslig,9,1,2194.32
2023,10,211205,J,adm,6,2,12500.0
2023,10,211205,J,deslig,7,2,10398.25
2023,10,211205,K,deslig,9,3,6373.32
2023,10,211205,N,adm,7,1,4000.0
2023,10,211215,J,deslig,8,1,7416.0
2023,10,211220,K,deslig,7,1,13414.56
2023,10,211220,M,adm,6,1,10000.0
2023,10,211220,N,deslig,7,2,11228.35
2023,10,212205,C,deslig,7,1,15288.0
2023,10,212205,G,deslig,7,2,24712.34
2023,10,212205,K,adm,5,1,26500.0
2023,10,212205,M,adm,9,5,21510.95
2023,10,212205,N,deslig,9,2,13078.64
2023,10,212210,J,deslig,8,2,6473.52
2023,10,212210,N,adm,7,1,8000.0
2023,10,212215,G,deslig,6,1,30145.1
2023,10,212215,G,deslig,8,1,5565.0
2023,10,212215,J,adm,3,4,18575.0
2023,10,212215,J,deslig,4,3,13992.19
2023,10,212215,M,deslig,1,1,19000.0
2023,10,212305,G,deslig,10,1,9148.58
2023,10,212305,I,adm,2,1,2200.0
2023,10,212305,J,adm,5,4,2505.0
2023,10,212305,K,adm,5,1,4831.43
2023,10,212305,N,adm,6,1,10714.3
2023,10,212305,Q,adm,9,1,9826.36
2023,10,212405,C,adm,4,2,3423.02
2023,10,212405,C,adm,5,4,4568.75
2023,10,212405,C,deslig,5,5,3513.64
2023,10,212405,D,adm,3,1,7556.0
2023,10,212405,E,adm,5,1,3000.0
2023,10,212405,E,deslig,5,1,3000.0
2023,10,212405,F,adm,5,3,5666.67
2023,10,212405,F,adm,7,6,6318.0
2023,10,212405,F,deslig,4,1,2400.0
2023,10,212405,G,deslig,1,2,3828.1
2023,10,212405,G,deslig,9,5,7935.16
2023,10,212405,H,adm,5,1,10386.14
2023,10,212405,H,adm,10,1,4786.29
2023,10,212405,H,deslig,5,3,5715.33
2023,10,212405,K,adm,4,5,7928.75
2023,10,212405,K,deslig,1,3,6217.61
2023,10,212405,L,adm,7,1,3605.0
2023,10,212405,L,deslig,6,1,12020.15
2023,10,212405,O,adm,8,1,9674.41
2023,10,212405,P,adm,6,2,3166.16
2023,10,212405,P,deslig,10,1,5179.72
2023,10,212405,Q,adm,2,1,7029.9
2023,10,212405,Q,adm,6,2,3200.0
2023,10,212405,Q,adm,7,4,6711.27
2023,10,212405,Q,adm,9,1,9000.0
2023,10,212405,Q,deslig,6,3,6700.0
2023,10,212405,S,deslig,9,1,12668.0
2023,10,212410,C,adm,8,1,7000.0
2023,10,212410,F,adm,3,2,1781.67
2023,10,212410,F,adm,8,3,3407.52
2023,10,212410,F,deslig,5,1,5500.0
2023,10,212410,F,deslig,8,3,3675.26
2023,10,212410,G,adm,2,3,6000.0
2023,10,212410,G,adm,5,4,8000.0
2023,10,212410,G,adm,7,7,4493.1
2023,10,212410,G,deslig,1,2,3000.0
2023,10,212410,H,deslig,3,1,3744.0
2023,10,212410,H,deslig,6,1,2491.0
2023,10,212410,I,adm,9,3,5566.67
2023,10,212410,J,deslig,1,1,11000.0
2023,10,212410,K,adm,6,5,6185.06
2023,10,212410,M,adm,3,3,2440.65
2023,10,212410,M,adm,4,4,4427.0
2023,10,212410,M,deslig,4,3,5186.67
2023,10,212410,N,adm,6,7,4135.96
2023,10,212410,N,deslig,6,8,3049.1
2023,10,212410,P,adm,1,1,7500.0
2023,10,212410,S,deslig,3,1,2789.37
2023,10,212425,J,adm,1,2,17250.0
2023,10,212425,J,adm,4,1,10830.48
2023,10,212425,J,deslig,5,2,5195.03
2023,10,212425,J,deslig,7,7,18230.6
2023,10,212425,J,deslig,9,1,19536.64
2023,10,212425,M,deslig,10,6,16914.4
2023,10,212425,S,deslig,2,1,3000.0
2023,10,203105,D,deslig,10,1,17415.45
2023,10,203105,J,deslig,4,1,11849.62
2023,10,203105,M,deslig,10,4,9805.8
2023,10,211205,J,adm,7,1,9000.0
2023,10,211205,J,adm,8,1,4800.0
2023,10,211205,K,deslig,10,1,7505.14
2023,10,211205,Q,deslig,10,1,12603.4
2023,10,211215,K,adm,8,1,5300.0
2023,10,211220,C,adm,8,1,5288.5
2023,10,211220,J,adm,1,3,7666.67
2023,10,211220,J,deslig,5,2,9904.5
2023,10,211220,M,adm,7,1,10114.0
2023,10,211220,N,adm,7,3,12722.22
2023,10,212205,J,adm,4,5,33568.41
2023,10,212205,J,adm,6,5,13500.0
2023,10,212205,J,deslig,7,3,8453.8
2023,10,212205,K,adm,7,3,13366.67
2023,10,212205,M,deslig,6,1,34032.66
2023,10,212210,N,deslig,6,1,3391.44
2023,10,212215,J,adm,4,4,46407.9
2023,10,212215,M,deslig,6,1,12000.0
2023,10,212215,S,deslig,6,1,38153.84
2023,10,212305,C,deslig,6,1,2165.0
2023,10,212305,G,adm,7,3,8968.38
2023,10,212305,L,adm,10,2,11400.0
2023,10,212305,M,adm,2,1,10000.0
2023,10,212305,M,adm,7,2,4453.5
2023,10,212305,N,adm,7,2,7000.0
2023,10,212305,N,adm,9,2,6623.16
2023,10,212405,C,deslig,3,1,7597.85
2023,10,212405,C,deslig,4,2,4322.18
2023,10,212405,E,deslig,7,1,13810.44
2023,10,212405,F,deslig,1,1,6537.43
2023,10,212405,G,adm,3,4,3720.72
2023,10,212405,H,deslig,9,1,12719.6
2023,10,212405,H,deslig,10,3,6770.84
2023,10,212405,L,deslig,5,1,3349.0
2023,10,212405,P,deslig,5,1,2500.0
2023,10,212405,P,deslig,6,4,2783.3
2023,10,212405,R,deslig,6,1,3065.1
2023,10,212410,C,adm,6,4,5942.25
2023,10,212410,C,deslig,8,4,8901.5
2023,10,212410,D,adm,7,1,14500.0
2023,10,212410,F,adm,1,1,2615.0
2023,10,212410,F,adm,10,3,4985.37
2023,10,212410,F,deslig,1,1,2615.0
2023,10,212410,G,adm,10,3,10500.0
2023,10,212410,G,deslig,10,1,5000.0
2023,10,212410,H,adm,10,2,6015.0
2023,10,212410,I,adm,4,1,2800.0
2023,10,212410,I,adm,5,1,2205.0
2023,10,212410,J,adm,2,3,4313.0
2023,10,212410,L,deslig,4,1,3200.0
2023,10,212410,L,deslig,6,2,5940.01
2023,10,212410,M,adm,2,5,2044.81
2023,10,212410,N,adm,8,1,8000.0
2023,10,212410,N,deslig,3,1,3500.0
2023,10,212410,P,adm,4,1,1545.0
2023,10,212410,P,deslig,3,1,3850.0
2023,10,212410,Q,adm,8,2,3210.39
2023,10,212425,J,adm,8,3,27500.0
2023,10,212425,K,adm,7,1,16500.0
2023,10,212425,M,adm,9,1,9900.0
2023,10,212425,M,deslig,9,1,19928.0
2023,10,203105,C,adm,8,1,15303.4
2023,10,203105,J,deslig,9,1,29976.0
2023,10,203105,K,deslig,7,1,12673.0
2023,10,211205,C,adm,8,1,9500.0
2023,10,211205,K,adm,2,1,4156.0
2023,10,211205,K,adm,5,1,4800.0
2023,10,211205,Q,deslig,7,1,8750.0
2023,10,211210,K,adm,8,1,7741.94
2023,10,211220,J,adm,8,2,11000.0
2023,10,212205,J,adm,2,4,10538.5
2023,10,212205,K,deslig,7,1,15227.77
2023,10,212205,K,deslig,10,3,7041.83
2023,10,212205,M,deslig,8,1,6523.29
2023,10,212205,N,adm,8,1,16000.0
2023,10,212210,C,adm,7,1,14000.0
2023,10,212215,C,deslig,3,1,20000.0
2023,10,212305,A,deslig,6,1,3805.53
2023,10,212305,K,adm,4,1,13032.26
2023,10,212305,K,deslig,9,1,8645.16
2023,10,212305,K,deslig,10,1,5873.38
2023,10,212305,M,adm,10,1,15000.0
2023,10,212305,Q,deslig,4,1,1700.0
2023,10,212405,D,adm,8,1,4862.72
2023,10,212405,F,adm,2,1,3500.0
2023,10,212405,F,deslig,2,1,2388.4
2023,10,212405,F,deslig,6,2,4940.48
2023,10,212405,F,deslig,9,5,5615.67
2023,10,212405,I,deslig,1,1,2541.29
2023,10,212405,L,deslig,7,1,3800.0
2023,10,212405,P,deslig,8,2,7086.98
2023,10,212405,Q,deslig,5,2,4097.4
2023,10,212405,S,adm,3,4,2643.85
2023,10,212410,C,deslig,6,4,3931.91
2023,10,212410,D,deslig,6,1,6383.65
2023,10,212410,F,deslig,3,1,1963.34
2023,10,212410,F,deslig,10,3,3247.86
2023,10,212410,G,deslig,8,4,4800.38
2023,10,212410,H,deslig,4,1,6000.0
2023,10,212410,I,adm,7,2,3500.0
2023,10,212410,K,adm,2,3,3533.33
2023,10,212410,K,adm,3,1,5000.0
2023,10,212410,L,adm,6,1,6750.0
2023,10,212410,M,deslig,6,7,4841.74
2023,10,212410,Q,adm,6,1,11000.0
2023,10,212410,Q,deslig,5,2,5418.43
2023,10,212410,Q,deslig,6,1,11000.0
