ano,mes,cbo6,secao,mov,porte,n,sal_medio
2023,1,203105,C,adm,10,11,8060.94
2023,1,203105,J,adm,1,1,8000.0
2023,1,203105,J,adm,7,3,4500.0
2023,1,203105,K,adm,10,2,13504.45
2023,1,203105,M,adm,10,10,9620.0
2023,1,203105,M,deslig,10,5,13379.76
2023,1,203105,N,adm,9,2,9823.88
2023,1,203105,N,deslig,4,1,12069.38
2023,1,211205,G,deslig,10,7,11139.73
2023,1,211205,J,adm,5,1,4027.66
2023,1,211205,J,adm,7,4,5375.0
2023,1,211205,J,adm,9,9,8095.02
2023,1,211205,J,deslig,6,2,4396.5
2023,1,211205,J,deslig,8,3,7929.51
2023,1,211205,K,adm,8,2,8350.0
2023,1,211205,K,deslig,6,1,4770.92
2023,1,211205,K,deslig,10,7,11880.94
2023,1,211205,M,adm,9,3,5966.67
2023,1,211205,M,deslig,6,3,8833.33
2023,1,211205,N,deslig,9,2,6494.76
2023,1,211205,P,adm,7,1,7509.48
2023,1,211205,S,deslig,9,1,19731.0
2023,1,211210,K,deslig,7,1,6125.12
2023,1,211210,M,adm,5,1,3500.0
2023,1,212205,C,adm,3,3,8166.67
2023,1,212205,G,deslig,8,1,11790.0
2023,1,212205,H,adm,10,1,13557.84
2023,1,212205,J,adm,5,5,4624.64
2023,1,212205,J,adm,6,11,10244.87
2023,1,212205,J,adm,7,13,9796.9
2023,1,212205,J,adm,8,6,25662.2
2023,1,212205,J,adm,9,9,9370.28
2023,1,212205,J,adm,10,6,13773.03
2023,1,212205,J,deslig,6,6,14306.29
2023,1,212205,J,deslig,9,23,16244.46
2023,1,212205,J,deslig,10,8,11671.53
2023,1,212205,K,deslig,8,11,12709.09
2023,1,212205,M,adm,1,1,10208.33
2023,1,212205,M,adm,7,1,4909.29
2023,1,212205,M,adm,9,22,14723.53
2023,1,212205,M,adm,10,16,9690.12
2023,1,212205,N,adm,4,2,16435.71
2023,1,212205,N,adm,10,3,7166.67
2023,1,212205,N,deslig,6,2,6907.0
2023,1,212205,N,deslig,8,4,20405.21
2023,1,212205,P,adm,7,1,3500.0
2023,1,212210,M,adm,8,13,18535.85
2023,1,212210,M,deslig,8,1,9533.7
2023,1,212210,N,deslig,8,10,34147.51
2023,1,212215,C,adm,1,1,5000.0
2023,1,212215,C,adm,9,1,19000.0
2023,1,212215,G,deslig,7,4,15937.5
2023,1,212215,J,adm,3,7,30238.32
2023,1,212215,J,adm,4,2,13000.0
2023,1,212215,J,adm,6,14,9361.44
2023,1,212215,J,adm,7,19,13619.8
2023,1,212215,J,adm,8,13,11939.31
2023,1,212215,J,deslig,5,19,9606.1
2023,1,212215,J,deslig,7,23,10624.03
2023,1,212215,J,deslig,8,7,12606.76
2023,1,212215,J,deslig,9,5,14255.26
2023,1,212215,J,deslig,10,10,11785.8
2023,1,212215,K,deslig,5,9,28304.88
2023,1,212215,K,deslig,8,9,11173.74
2023,1,212215,K,deslig,10,6,33871.07
2023,1,212215,L,deslig,8,5,12492.51
2023,1,212215,M,adm,3,1,7500.0
2023,1,212215,M,adm,5,3,11133.33
2023,1,212215,M,adm,9,2,18500.0
2023,1,212215,M,deslig,2,1,7490.88
2023,1,212215,M,deslig,6,5,21314.27
2023,1,212215,M,deslig,10,2,12994.16
2023,1,212215,N,adm,7,13,23254.22
2023,1,212215,N,adm,8,6,28305.01
2023,1,212215,N,adm,10,4,6450.0
2023,1,212215,N,deslig,9,3,20178.52
2023,1,212215,P,adm,6,2,6000.0
2023,1,212305,C,adm,10,1,14500.0
2023,1,212305,G,deslig,4,3,4500.0
2023,1,212305,G,deslig,7,2,7377.91
2023,1,212305,G,deslig,9,2,13197.92
2023,1,212305,J,adm,5,2,3123.5
2023,1,212305,J,adm,6,4,5839.46
2023,1,212305,J,adm,7,9,10777.78
2023,1,212305,J,adm,8,5,11810.33
2023,1,212305,J,adm,9,23,7314.79
2023,1,212305,J,adm,10,27,7733.52
2023,1,212305,J,deslig,5,6,8956.22
2023,1,212305,J,deslig,8,4,16469.83
2023,1,212305,J,deslig,9,10,10816.86
2023,1,212305,K,adm,7,3,10775.33
2023,1,212305,K,adm,9,2,7755.0
2023,1,212305,K,deslig,7,2,10250.0
2023,1,212305,K,deslig,8,3,9234.32
2023,1,212305,K,deslig,10,40,4446.44
2023,1,212305,L,adm,10,1,20000.0
2023,1,212305,M,adm,10,18,7878.56
2023,1,212305,M,deslig,10,9,11012.83
2023,1,212305,N,adm,1,1,7479.0
2023,1,212305,N,adm,8,6,10546.0
2023,1,212305,N,adm,10,7,3057.14
2023,1,212305,N,deslig,7,4,4915.85
2023,1,212305,N,deslig,10,10,2036.77
2023,1,212305,Q,adm,10,1,7700.0
2023,1,212405,A,adm,10,2,5571.5
2023,1,212405,C,adm,2,2,3232.7
2023,1,212405,C,adm,6,10,7472.5
2023,1,212405,C,adm,7,25,5334.9
2023,1,212405,C,adm,8,25,7215.56
2023,1,212405,C,adm,9,22,10262.43
2023,1,212405,C,adm,10,82,9432.08
2023,1,212405,C,deslig,2,2,5093.88
2023,1,212405,C,deslig,5,4,2836.64
2023,1,212405,C,deslig,6,6,6706.89
2023,1,212405,C,deslig,7,20,7326.03
2023,1,212405,C,deslig,8,14,7997.21
2023,1,212405,C,deslig,9,20,9813.33
2023,1,212405,C,deslig,10,18,9630.76
2023,1,212405,D,adm,5,2,7600.0
2023,1,212405,D,deslig,2,2,3000.0
2023,1,212405,D,deslig,5,2,9392.69
2023,1,212405,D,deslig,7,2,4838.59
2023,1,212405,E,deslig,4,1,1650.0
2023,1,212405,G,adm,2,10,2238.42
2023,1,212405,G,adm,3,15,3686.64
2023,1,212405,G,adm,4,8,3761.65
2023,1,212405,G,adm,5,14,5280.96
2023,1,212405,G,adm,6,29,6231.0
2023,1,212405,G,adm,7,31,5799.74
2023,1,212405,G,adm,8,27,7314.31
2023,1,212405,G,adm,10,16,7881.22
2023,1,212405,G,deslig,3,6,3270.25
2023,1,212405,G,deslig,4,8,5184.93
2023,1,212405,G,deslig,5,14,4869.96
2023,1,212405,G,deslig,6,14,6303.9
2023,1,212405,G,deslig,7,34,6754.82
2023,1,212405,G,deslig,8,17,8654.11
2023,1,212405,G,deslig,9,7,8147.49
2023,1,212405,G,deslig,10,62,11486.47
2023,1,212405,H,adm,4,2,2545.0
2023,1,212405,H,adm,7,10,6446.36
2023,1,212405,H,adm,8,15,7863.21
2023,1,212405,H,deslig,7,12,8093.89
2023,1,212405,H,deslig,8,5,5853.72
2023,1,212405,I,deslig,7,1,4723.13
2023,1,212405,J,adm,1,71,8278.84
2023,1,212405,J,adm,2,43,3955.98
2023,1,212405,J,adm,3,36,3042.99
2023,1,212405,J,adm,4,83,3984.24
2023,1,212405,J,adm,5,179,4827.8
2023,1,212405,J,adm,6,153,5918.1
2023,1,212405,J,adm,7,276,6576.37
2023,1,212405,J,adm,8,261,7194.47
2023,1,212405,J,adm,9,252,7405.74
2023,1,212405,J,adm,10,529,9078.73
2023,1,212405,J,deslig,1,20,7819.14
2023,1,212405,J,deslig,3,36,4549.51
2023,1,212405,J,deslig,4,65,5296.71
2023,1,212405,J,deslig,5,140,6213.26
2023,1,212405,J,deslig,6,186,6681.94
2023,1,212405,J,deslig,7,325,7555.64
2023,1,212405,J,deslig,8,258,8798.06
2023,1,212405,J,deslig,9,228,9187.34
2023,1,212405,J,deslig,10,506,9117.2
2023,1,212405,K,adm,4,7,6142.86
2023,1,212405,K,adm,5,13,6086.5
2023,1,212405,K,adm,6,13,11253.25
2023,1,212405,K,adm,7,38,8232.55
2023,1,212405,K,adm,8,30,6505.73
2023,1,212405,K,adm,9,59,8280.42
2023,1,212405,K,adm,10,373,9564.11
2023,1,212405,K,deslig,4,4,8490.35
2023,1,212405,K,deslig,5,14,5907.18
2023,1,212405,K,deslig,6,19,7325.17
2023,1,212405,K,deslig,7,24,8391.21
2023,1,212405,K,deslig,8,36,10223.71
2023,1,212405,K,deslig,9,53,7904.45
2023,1,212405,K,deslig,10,278,10090.65
2023,1,212405,M,adm,1,3,4908.34
2023,1,212405,M,adm,2,11,4428.96
2023,1,212405,M,adm,5,28,5603.46
2023,1,212405,M,adm,6,25,4389.14
2023,1,212405,M,adm,7,56,6063.06
2023,1,212405,M,adm,8,21,10257.25
2023,1,212405,M,adm,9,52,9172.81
2023,1,212405,M,adm,10,190,9047.36
2023,1,212405,M,deslig,1,4,6111.6
2023,1,212405,M,deslig,2,6,7877.17
2023,1,212405,M,deslig,3,7,3900.8
2023,1,212405,M,deslig,4,8,3221.99
2023,1,212405,M,deslig,5,18,9584.43
2023,1,212405,M,deslig,6,25,5665.11
2023,1,212405,M,deslig,7,30,6514.87
2023,1,212405,M,deslig,8,9,10898.61
2023,1,212405,M,deslig,9,49,9248.54
2023,1,212405,M,deslig,10,152,11101.19
2023,1,212405,N,adm,3,6,8100.56
2023,1,212405,N,adm,6,19,6623.62
2023,1,212405,N,adm,7,45,10122.42
2023,1,212405,N,adm,8,28,5094.28
2023,1,212405,N,adm,9,28,7412.66
2023,1,212405,N,adm,10,70,7120.63
2023,1,212405,N,deslig,2,4,3635.05
2023,1,212405,N,deslig,5,13,5872.54
2023,1,212405,N,deslig,6,14,7013.26
2023,1,212405,N,deslig,7,29,8213.65
2023,1,212405,N,deslig,8,33,8771.87
2023,1,212405,N,deslig,9,22,7617.6
2023,1,212405,N,deslig,10,50,8265.38
2023,1,212405,O,deslig,10,3,4225.03
2023,1,212405,P,adm,2,2,2050.0
2023,1,212405,P,adm,7,6,4448.29
2023,1,212405,P,adm,8,8,8855.0
2023,1,212405,P,adm,9,13,4765.21
2023,1,212405,P,deslig,3,4,2367.65
2023,1,212405,P,deslig,6,4,8562.75
2023,1,212405,P,deslig,7,1,7000.0
2023,1,212405,Q,adm,10,17,8475.32
2023,1,212405,Q,deslig,8,1,10960.53
2023,1,212405,Q,deslig,9,4,5048.69
2023,1,212405,Q,deslig,10,9,8182.2
2023,1,212405,S,adm,2,4,2641.9
2023,1,212405,S,adm,3,7,3732.36
2023,1,212405,S,adm,4,2,3019.37
2023,1,212405,S,adm,5,4,2114.0
2023,1,212405,S,adm,6,1,8000.0
2023,1,212405,S,adm,7,3,4021.33
2023,1,212405,S,adm,9,2,7542.5
2023,1,212405,S,deslig,4,7,3304.82
2023,1,212405,S,deslig,6,6,27401.94
2023,1,212410,C,adm,1,1,4790.7
2023,1,212410,C,adm,7,4,4149.25
2023,1,212410,C,deslig,5,4,3321.81
2023,1,212410,C,deslig,7,4,11985.46
2023,1,212410,C,deslig,8,4,9564.25
2023,1,212410,C,deslig,10,1,5425.35
2023,1,212410,D,adm,4,1,7000.0
2023,1,212410,F,adm,7,20,3036.08
2023,1,212410,F,deslig,5,1,3614.0
2023,1,212410,G,adm,2,3,1892.05
2023,1,212410,G,adm,6,18,5109.2
2023,1,212410,G,adm,7,18,6457.76
2023,1,212410,G,adm,9,2,8500.0
2023,1,212410,G,adm,10,10,9264.23
2023,1,212410,G,deslig,4,6,3227.23
2023,1,212410,G,deslig,6,6,4196.23
2023,1,212410,I,deslig,5,2,1922.75
2023,1,212410,J,adm,3,10,2476.26
2023,1,212410,J,adm,4,28,3164.36
2023,1,212410,J,adm,5,22,3182.35
2023,1,212410,J,adm,6,32,5129.91
2023,1,212410,J,adm,7,36,8164.64
2023,1,212410,J,adm,8,21,6098.13
2023,1,212410,J,adm,9,43,6021.4
2023,1,212410,J,adm,10,46,4730.04
2023,1,212410,J,deslig,2,10,3749.35
2023,1,212410,J,deslig,3,6,3655.89
2023,1,212410,J,deslig,4,31,3872.15
2023,1,212410,J,deslig,5,33,5292.01
2023,1,212410,J,deslig,6,29,4859.29
2023,1,212410,J,deslig,7,55,5778.86
2023,1,212410,J,deslig,8,27,7575.27
2023,1,212410,J,deslig,9,43,8715.95
2023,1,212410,J,deslig,10,47,6178.9
2023,1,212410,K,adm,6,5,6101.29
2023,1,212410,K,adm,9,5,7170.19
2023,1,212410,K,adm,10,9,7671.77
2023,1,212410,K,deslig,6,4,3815.09
2023,1,212410,K,deslig,7,7,6633.43
2023,1,212410,K,deslig,10,8,10269.2
2023,1,212410,L,adm,5,1,6000.0
2023,1,212410,L,deslig,10,2,11165.35
2023,1,212410,M,adm,1,4,3143.5
2023,1,212410,M,adm,2,7,2413.74
2023,1,212410,M,adm,5,12,3350.67
2023,1,212410,M,adm,8,7,4344.29
2023,1,212410,M,deslig,2,5,2287.13
2023,1,212410,M,deslig,3,2,2680.0
2023,1,212410,M,deslig,5,12,4569.09
2023,1,212410,M,deslig,6,4,6886.9
2023,1,212410,M,deslig,8,9,5403.68
2023,1,212410,M,deslig,9,5,7584.26
2023,1,212410,M,deslig,10,10,4848.74
2023,1,212410,N,adm,1,3,2575.55
2023,1,212410,N,adm,6,10,2982.81
2023,1,212410,N,adm,7,6,5857.72
2023,1,212410,N,adm,8,14,4337.41
2023,1,212410,N,adm,10,12,5163.25
2023,1,212410,N,deslig,5,1,3045.14
2023,1,212410,N,deslig,7,4,6877.79
2023,1,212410,N,deslig,8,11,3560.93
2023,1,212410,N,deslig,9,5,4964.2
2023,1,212410,N,deslig,10,18,3993.42
2023,1,212410,P,adm,9,4,4112.07
2023,1,212410,P,adm,10,1,11018.95
2023,1,212410,P,deslig,3,1,3000.0
2023,1,212410,P,deslig,5,2,2927.19
2023,1,212410,P,deslig,6,1,5147.0
2023,1,212410,Q,adm,1,1,4112.1
2023,1,212410,Q,adm,5,3,6166.67
2023,1,212410,Q,adm,7,1,2306.11
2023,1,212410,R,adm,3,1,8300.0
2023,1,212410,S,adm,5,13,4173.0
2023,1,212410,S,adm,6,1,5188.92
2023,1,212425,G,adm,8,1,4500.0
2023,1,212425,G,deslig,5,1,8774.23
2023,1,212425,J,adm,6,6,9816.67
2023,1,212425,J,adm,10,24,12437.57
2023,1,212425,J,deslig,7,4,13519.48
2023,1,212425,M,adm,10,7,15642.86
2023,1,212425,M,deslig,10,7,15610.03
2023,1,212425,N,deslig,6,1,10400.0
2023,1,203105,G,deslig,7,1,14000.0
2023,1,203105,J,deslig,3,2,5487.2
2023,1,203105,K,deslig,7,1,20330.0
2023,1,203105,P,adm,6,1,6000.0
2023,1,211205,H,adm,8,1,5060.0
2023,1,211205,J,adm,10,1,9580.0
2023,1,211205,K,adm,2,1,4156.27
2023,1,211205,K,adm,10,8,7962.5
2023,1,211205,M,adm,10,2,10500.0
2023,1,211205,M,deslig,5,1,4168.8
2023,1,211205,M,deslig,7,2,8734.55
2023,1,211205,N,adm,7,1,6000.0
2023,1,211205,Q,adm,10,5,8939.48
2023,1,212205,A,adm,9,1,22000.0
2023,1,212205,C,adm,7,3,13353.01
2023,1,212205,C,deslig,8,1,11019.93
2023,1,212205,J,deslig,5,7,23829.3
2023,1,212205,J,deslig,7,7,12275.44
2023,1,212205,K,adm,7,2,12550.0
2023,1,212205,K,adm,8,1,7500.0
2023,1,212205,K,adm,9,2,16800.0
2023,1,212205,L,deslig,10,2,19208.67
2023,1,212205,M,adm,2,1,8000.0
2023,1,212205,M,deslig,9,5,10891.22
2023,1,212205,M,deslig,10,10,11889.29
2023,1,212205,N,adm,7,4,11475.0
2023,1,212205,N,deslig,9,2,13376.84
2023,1,212205,Q,adm,7,1,10806.0
2023,1,212210,J,deslig,10,5,14958.6
2023,1,212210,M,deslig,9,1,15087.0
2023,1,212215,C,adm,8,2,7700.0
2023,1,212215,G,adm,8,2,6114.7
2023,1,212215,J,adm,2,4,9829.57
2023,1,212215,J,adm,5,14,13349.58
2023,1,212215,J,deslig,6,14,9130.0
2023,1,212215,K,adm,6,4,15000.0
2023,1,212215,K,deslig,7,2,9082.05
2023,1,212215,M,adm,6,2,17535.57
2023,1,212215,M,adm,7,5,21235.95
2023,1,212215,M,adm,10,2,9000.0
2023,1,212215,M,deslig,7,3,19509.71
2023,1,212215,M,deslig,8,1,11452.35
2023,1,212215,N,deslig,8,5,44909.59
2023,1,212215,N,deslig,10,2,15864.0
2023,1,212305,F,adm,10,1,10000.0
2023,1,212305,G,deslig,10,2,12184.95
2023,1,212305,H,deslig,8,1,3036.69
2023,1,212305,J,adm,1,3,24456.86
2023,1,212305,J,deslig,6,2,10525.19
2023,1,212305,J,deslig,7,9,5061.67
2023,1,212305,J,deslig,10,18,7842.04
2023,1,212305,K,adm,8,1,6570.1
2023,1,212305,M,adm,3,1,4500.0
2023,1,212305,M,deslig,6,2,9116.58
2023,1,212305,N,deslig,8,1,10384.1
2023,1,212405,A,deslig,1,1,26803.44
2023,1,212405,C,adm,4,2,3750.0
2023,1,212405,C,deslig,3,1,2500.0
2023,1,212405,F,adm,1,2,4655.39
2023,1,212405,F,adm,7,1,2789.07
2023,1,212405,F,adm,9,5,2779.14
2023,1,212405,F,adm,10,4,4650.0
2023,1,212405,F,deslig,6,1,8946.9
2023,1,212405,F,deslig,9,4,6165.2
2023,1,212405,F,deslig,10,3,4829.05
2023,1,212405,G,adm,9,12,7816.83
2023,1,212405,G,deslig,2,4,2259.25
2023,1,212405,H,adm,5,3,2904.56
2023,1,212405,H,adm,6,2,2400.0
2023,1,212405,H,deslig,10,4,6746.45
2023,1,212405,I,deslig,8,2,8937.5
2023,1,212405,J,deslig,2,28,4607.16
2023,1,212405,L,adm,10,3,15364.0
2023,1,212405,L,deslig,10,1,12682.38
2023,1,212405,M,adm,4,4,5453.17
2023,1,212405,N,adm,1,2,5868.26
2023,1,212405,N,adm,5,15,6879.99
2023,1,212405,N,deslig,1,3,1809.44
2023,1,212405,N,deslig,4,6,4404.62
2023,1,212405,O,deslig,7,2,5735.02
2023,1,212405,P,adm,10,3,8562.84
2023,1,212405,Q,adm,1,2,5182.0
2023,1,212405,Q,adm,7,4,7140.99
2023,1,212405,Q,adm,8,2,7871.0
2023,1,212405,Q,adm,9,3,6834.19
2023,1,212405,R,deslig,5,1,7900.0
2023,1,212405,S,deslig,2,1,2034.0
2023,1,212405,S,deslig,3,4,2415.88
2023,1,212405,S,deslig,7,4,9391.83
2023,1,212410,C,adm,8,6,7185.93
2023,1,212410,C,adm,10,3,7794.67
2023,1,212410,C,deslig,3,2,2274.44
2023,1,212410,C,deslig,4,1,3090.0
2023,1,212410,C,deslig,6,3,7586.0
2023,1,212410,D,adm,5,1,8500.0
2023,1,212410,F,adm,6,2,5850.0
2023,1,212410,F,deslig,7,3,4626.06
2023,1,212410,G,adm,1,2,3950.0
2023,1,212410,G,adm,4,11,3980.75
2023,1,212410,G,adm,5,7,4171.43
2023,1,212410,G,adm,8,7,5527.29
2023,1,212410,G,deslig,2,4,1792.92
2023,1,212410,H,adm,8,6,8330.5
2023,1,212410,H,deslig,8,3,3759.33
2023,1,212410,J,adm,1,10,3842.6
2023,1,212410,J,adm,2,9,3413.35
2023,1,212410,K,adm,4,1,5300.0
2023,1,212410,K,adm,5,8,5739.5
2023,1,212410,K,adm,7,8,6289.88
2023,1,212410,K,deslig,8,4,5696.0
2023,1,212410,M,adm,3,3,5933.33
2023,1,212410,M,adm,6,7,8207.43
2023,1,212410,M,adm,10,10,4530.0
2023,1,212410,M,deslig,7,9,8303.23
2023,1,212410,N,adm,2,7,2092.43
2023,1,212410,N,adm,5,12,2395.12
2023,1,212410,N,adm,9,2,6592.0
2023,1,212410,N,deslig,6,9,3017.78
2023,1,212410,P,adm,4,1,3800.0
2023,1,212410,P,deslig,8,1,4000.0
2023,1,212410,Q,deslig,10,2,9309.1
2023,1,212410,R,deslig,9,1,3766.88
2023,1,212410,S,adm,2,1,3500.0
2023,1,212410,S,deslig,3,2,3244.68
2023,1,212410,S,deslig,4,2,3066.75
2023,1,212425,J,adm,2,1,7000.0
2023,1,212425,J,adm,9,4,13411.09
2023,1,212425,J,deslig,4,2,21297.89
2023,1,212425,J,deslig,6,2,9895.2
2023,1,212425,J,deslig,10,9,15684.58
2023,1,212425,M,deslig,7,2,11628.58
2023,1,212425,N,deslig,5,1,14787.1
2023,1,212425,S,adm,2,2,2200.0
2023,1,203105,G,adm,5,1,5000.0
2023,1,203105,J,adm,5,1,14000.0
2023,1,203105,J,deslig,8,1,14943.2
2023,1,203105,M,adm,5,1,7000.0
2023,1,203105,Q,deslig,5,1,6828.59
2023,1,211205,H,adm,7,1,1980.0
2023,1,211205,K,adm,9,4,9947.35
2023,1,211205,K,deslig,9,3,4863.75
2023,1,211205,M,adm,5,1,2575.15
2023,1,211210,K,adm,7,1,2300.0
2023,1,212205,C,adm,9,1,8300.0
2023,1,212205,G,deslig,10,2,18626.0
2023,1,212205,J,deslig,3,1,6000.0
2023,1,212205,J,deslig,8,2,25555.93
2023,1,212205,K,adm,5,5,5229.8
2023,1,212205,M,deslig,6,3,11899.92
2023,1,212205,M,deslig,7,3,17697.0
2023,1,212205,N,adm,3,1,2970.0
2023,1,212205,N,adm,9,5,13898.8
2023,1,212205,N,deslig,10,2,6420.5
2023,1,212205,P,adm,3,1,11000.0
2023,1,212205,P,adm,6,1,17900.0
2023,1,212215,J,adm,10,2,29423.08
2023,1,212215,J,deslig,4,3,10977.33
2023,1,212215,K,adm,10,2,28500.0
2023,1,212215,N,adm,9,6,12098.96
2023,1,212305,G,adm,4,3,4500.0
2023,1,212305,G,deslig,6,1,4900.0
2023,1,212305,J,deslig,4,1,2636.0
2023,1,212305,K,adm,10,10,8540.15
2023,1,212305,M,adm,7,3,4983.8
2023,1,212305,N,adm,9,3,7125.33
2023,1,212305,P,adm,8,1,6000.0
2023,1,212405,A,deslig,6,1,1844.0
2023,1,212405,C,adm,1,2,6600.0
2023,1,212405,C,deslig,1,3,13915.96
2023,1,212405,D,adm,7,2,14000.0
2023,1,212405,D,adm,10,1,16000.0
2023,1,212405,D,deslig,8,1,7000.0
2023,1,212405,D,deslig,9,1,9641.14
2023,1,212405,G,adm,1,2,2283.3
2023,1,212405,H,adm,10,1,3979.92
2023,1,212405,L,adm,6,1,7500.0
2023,1,212405,N,adm,4,5,6401.04
2023,1,212405,N,deslig,3,4,1930.4
2023,1,212405,P,adm,6,4,3352.5
2023,1,212405,Q,adm,5,3,3666.67
2023,1,212405,Q,adm,6,1,2050.0
2023,1,212405,Q,deslig,7,4,3389.0
2023,1,212405,S,adm,1,1,4200.0
2023,1,212405,S,deslig,8,2,9488.72
2023,1,212410,C,adm,2,1,2800.0
2023,1,212410,E,adm,7,1,3000.0
2023,1,212410,F,adm,1,1,8500.0
2023,1,212410,F,deslig,8,1,5497.51
2023,1,212410,G,adm,3,3,3177.33
2023,1,212410,G,deslig,3,4,2163.06
2023,1,212410,G,deslig,7,9,8780.4
2023,1,212410,G,deslig,9,2,7500.37
2023,1,212410,H,deslig,6,2,3780.53
2023,1,212410,H,deslig,7,1,3000.0
2023,1,212410,I,adm,7,2,3750.0
2023,1,212410,K,adm,8,3,7506.32
2023,1,212410,K,deslig,5,2,3042.01
2023,1,212410,M,adm,7,11,4633.17
2023,1,212410,M,adm,9,2,7609.0
2023,1,212410,N,adm,4,4,3125.0
2023,1,212410,N,deslig,2,1,1300.0
2023,1,212410,N,deslig,3,3,2008.89
2023,1,212410,N,deslig,4,4,4746.85
2023,1,212410,Q,deslig,7,2,2900.0
2023,1,212410,S,adm,7,3,3170.33
2023,1,212425,G,adm,10,2,16750.0
2023,1,212425,J,adm,5,3,11333.33
2023,1,212425,K,adm,7,2,16000.0
2023,1,212425,K,adm,10,2,11750.0
2023,1,203105,C,adm,8,3,5787.0
2023,1,203105,C,deslig,10,1,8415.43
2023,1,203105,J,adm,2,1,13500.0
2023,1,203105,J,adm,6,4,9000.0
2023,1,203105,J,deslig,4,1,5000.0
2023,1,203105,K,adm,5,2,9000.0
2023,1,203105,K,deslig,10,1,9372.0
2023,1,203105,M,deslig,9,2,7514.5
2023,1,203105,N,deslig,10,2,14991.4
2023,1,203105,Q,deslig,10,2,23582.24
2023,1,211205,J,adm,6,2,9250.0
2023,1,211205,J,adm,8,1,9000.0
2023,1,211205,S,adm,9,2,6328.0
2023,1,211210,J,adm,8,1,9760.0
2023,1,211210,M,adm,8,1,15000.0
2023,1,211210,Q,adm,10,1,5552.19
2023,1,211210,Q,deslig,9,1,15000.0
2023,1,212205,G,adm,3,1,27000.0
2023,1,212205,G,adm,7,2,24061.28
2023,1,212205,G,adm,10,1,12000.0
2023,1,212205,G,deslig,7,2,23707.35
2023,1,212205,J,adm,3,2,10000.0
2023,1,212205,J,adm,4,1,33958.52
2023,1,212205,J,deslig,2,1,2500.0
2023,1,212205,K,deslig,6,2,17121.08
2023,1,212205,K,deslig,10,1,12000.0
2023,1,212205,M,adm,6,2,18423.08
2023,1,212205,N,adm,6,1,17000.0
2023,1,212205,N,adm,8,1,32500.0
2023,1,212205,N,deslig,7,3,14299.58
2023,1,212215,G,deslig,6,2,9948.47
2023,1,212215,J,adm,9,2,14625.0
2023,1,212215,K,adm,7,1,20300.0
2023,1,212215,L,adm,8,1,12200.0
2023,1,212215,M,deslig,9,4,18289.63
2023,1,212305,G,adm,7,2,3000.0
2023,1,212305,L,deslig,10,1,15335.24
2023,1,212305,N,adm,7,6,12340.07
2023,1,212305,P,adm,4,1,4300.0
2023,1,212305,P,deslig,7,1,2853.39
2023,1,212405,C,adm,5,9,3037.5
2023,1,212405,H,adm,9,1,2004.88
2023,1,212405,S,adm,8,1,11500.0
2023,1,212410,C,adm,9,2,10800.97
2023,1,212410,C,deslig,9,1,7722.1
2023,1,212410,F,adm,10,1,2872.83
2023,1,212410,F,deslig,10,3,2326.69
2023,1,212410,G,deslig,8,3,5994.56
2023,1,212410,G,deslig,10,3,6689.02
2023,1,212410,H,adm,10,2,7419.34
2023,1,212410,I,deslig,8,1,3470.0
2023,1,212410,K,adm,2,2,4811.41
2023,1,212410,M,adm,4,5,3018.06
2023,1,212410,M,deslig,4,4,4562.5
2023,1,212410,N,adm,3,1,1302.0
2023,1,212410,P,adm,2,3,2700.33
2023,1,212410,P,adm,6,2,3175.0
2023,1,212425,G,deslig,7,1,15834.87
2023,1,212425,K,adm,6,4,17000.0
2023,1,212425,K,adm,8,2,4887.0
2023,1,212425,K,adm,9,1,14000.0
2023,1,212425,K,deslig,7,1,12000.0
2023,1,203105,H,adm,8,3,7933.33
2023,1,203105,J,adm,3,2,3750.0
2023,1,203105,J,adm,4,2,5650.0
2023,1,203105,J,deslig,2,1,3104.0
2023,1,203105,K,adm,7,1,16500.0
2023,1,203105,K,deslig,5,1,6084.31
2023,1,203105,M,adm,4,1,11923.08
2023,1,203105,M,deslig,8,1,11220.0
2023,1,203105,N,deslig,8,1,8432.0
2023,1,211205,C,adm,7,1,1491.87
2023,1,211205,J,adm,4,1,9500.0
2023,1,211205,J,deslig,7,2,4835.5
2023,1,211205,K,adm,6,1,4546.0
2023,1,211205,M,adm,4,1,2884.0
2023,1,211205,N,adm,6,1,2000.0
2023,1,211205,O,deslig,9,1,3929.05
2023,1,211205,P,adm,6,1,2000.0
2023,1,211210,N,adm,8,1,3000.0
2023,1,211210,N,adm,9,1,3737.03
2023,1,211210,P,deslig,5,1,0.0
2023,1,212205,C,deslig,10,1,15500.0
2023,1,212205,K,adm,10,1,19000.0
2023,1,212205,N,deslig,5,1,6658.52
2023,1,212210,G,deslig,6,1,36767.34
2023,1,212210,J,adm,8,2,5448.01
2023,1,212210,J,deslig,2,1,6548.0
2023,1,212215,G,adm,5,1,11000.0
2023,1,212215,G,deslig,10,1,9214.28
2023,1,212215,K,deslig,6,2,22937.5
2023,1,212215,M,adm,8,1,26060.08
2023,1,212305,C,adm,7,2,2899.5
2023,1,212305,C,adm,9,2,5607.0
2023,1,212305,J,adm,2,1,3100.0
2023,1,212305,M,adm,2,1,9500.0
2023,1,212305,M,deslig,7,4,10628.72
2023,1,212305,M,deslig,9,1,24390.65
2023,1,212305,N,adm,6,1,2000.0
2023,1,212305,Q,adm,7,1,10082.0
