ano,mes,cbo4,mov,n,sal_medio
2023,12,2142,adm,168,8861.71
2023,12,2142,deslig,295,9654.58
2023,12,2143,adm,149,10489.7
2023,12,2143,deslig,150,11070.12
2023,12,2144,adm,122,26306.42
2023,12,2144,deslig,154,13312.14
2023,12,2145,adm,16,10586.27
2023,12,2145,deslig,23,10412.73
2023,12,2146,adm,12,10591.92
2023,12,2146,deslig,13,8265.76
2023,12,2147,adm,2,11980.53
2023,12,2147,deslig,2,7920.0
2023,12,2148,deslig,1,5882.18
2023,12,2149,adm,191,9439.16
2023,12,2149,deslig,288,10363.73
2023,12,2151,adm,11,7496.35
2023,12,2151,deslig,16,5901.15
2023,12,2152,deslig,1,2788.22
2023,12,2153,adm,65,6505.32
2023,12,2153,deslig,50,8947.48
2023,12,2211,adm,34,3940.82
2023,12,2211,deslig,31,4513.79
2023,12,2212,adm,131,7386.33
2023,12,2212,deslig,222,3506.51
2023,12,2221,adm,49,11635.91
2023,12,2221,deslig,57,10801.64
2023,12,2222,adm,3,6033.33
2023,12,2222,deslig,4,9097.27
2023,12,2232,adm,34,8853.29
2023,12,2232,deslig,41,6995.15
2023,12,2233,adm,35,6170.73
2023,12,2233,deslig,76,6794.43
2023,12,2234,adm,1057,4474.53
2023,12,2234,deslig,1106,4777.12
2023,12,2235,adm,1736,5200.44
2023,12,2235,deslig,1756,6294.98
2023,12,2236,adm,52,4348.21
2023,12,2236,deslig,51,4043.81
2023,12,2237,adm,281,4031.12
2023,12,2237,deslig,329,4087.18
2023,12,2238,adm,29,5674.86
2023,12,2238,deslig,55,5171.13
2023,12,2239,adm,6,4460.4
2023,12,2239,deslig,12,3750.97
2023,12,2241,adm,356,3099.56
2023,12,2241,deslig,423,4612.95
2023,12,2251,adm,86,20107.41
2023,12,2251,deslig,122,18904.58
2023,12,2252,adm,2,5179.85
2023,12,2252,deslig,1,13803.07
2023,12,2253,adm,6,23794.0
2023,12,2253,deslig,3,22729.33
2023,12,2263,deslig,2,2550.37
2023,12,2311,adm,157,3867.81
2023,12,2311,deslig,2832,5081.71
2023,12,2312,adm,21,4052.93
2023,12,2312,deslig,1349,29683.32
2023,12,2313,adm,17,3389.12
2023,12,2313,deslig,838,5230.06
2023,12,2321,adm,33,4517.59
2023,12,2321,deslig,585,7109.22
2023,12,2331,adm,6,4261.24
2023,12,2331,deslig,28,6920.41
2023,12,2332,adm,166,42752.48
2023,12,2332,deslig,371,5337.69
2023,12,2341,deslig,13,10969.49
2023,12,2342,deslig,5,1950.65
2023,12,2343,adm,1,1750.0
2023,12,2343,deslig,15,16162.58
2023,12,2344,adm,7,3048.7
2023,12,2344,deslig,55,5636.85
2023,12,2345,adm,30,8414.79
2023,12,2345,deslig,811,11435.85
2023,12,2346,adm,10,2968.41
2023,12,2346,deslig,305,10838.15
2023,12,2347,deslig,26,9121.76
2023,12,2348,adm,1,15680.0
2023,12,2348,deslig,26,14292.93
2023,12,2349,deslig,7,4175.48
2023,12,2392,adm,3,3510.35
2023,12,2392,deslig,122,3474.65
2023,12,2394,adm,302,3729.55
2023,12,2394,deslig,1401,4503.74
2023,12,2410,adm,461,8415.11
2023,12,2410,deslig,686,8664.32
2023,12,2412,deslig,1,9338.03
2023,12,2413,adm,2,11475.0
2023,12,2413,deslig,3,3516.29
2023,12,2429,adm,6,4551.32
2023,12,2429,deslig,4,2740.54
2023,12,2511,adm,2,4095.0
2023,12,2511,deslig,3,5544.48
2023,12,2512,adm,297,5327.49
2023,12,2512,deslig,407,6194.97
2023,12,2513,deslig,1,2512.25
2023,12,2515,adm,150,4223.71
2023,12,2515,deslig,205,4187.95
2023,12,2516,adm,57,3469.79
2023,12,2516,deslig,85,3753.41
2023,12,2521,adm,1500,6000.72
2023,12,2521,deslig,1986,13471.84
2023,12,2522,adm,927,5937.37
2023,12,2522,deslig,1202,6295.37
2023,12,2523,adm,330,3747.23
2023,12,2523,deslig,492,4205.28
2023,12,2524,adm,1119,4280.66
2023,12,2524,deslig,1416,4348.6
2023,12,2525,adm,936,6994.49
2023,12,2525,deslig,987,5611.01
2023,12,2526,adm,24,6491.05
2023,12,2526,deslig,30,7520.01
2023,12,2527,adm,363,4112.78
2023,12,2527,deslig,344,3809.36
2023,12,2531,adm,430,4573.33
2023,12,2531,deslig,611,5167.05
2023,12,2532,adm,972,4072.34
2023,12,2532,deslig,1315,4750.51
2023,12,2533,adm,25,9101.02
2023,12,2533,deslig,30,5646.86
2023,12,2534,adm,146,3062.26
2023,12,2534,deslig,167,3069.83
2023,12,2543,adm,57,1584.83
2023,12,2543,deslig,82,1688.78
2023,12,2544,adm,14,5273.79
2023,12,2544,deslig,14,4873.81
2023,12,2545,adm,6,2735.75
2023,12,2545,deslig,9,3173.43
2023,12,2611,adm,71,5368.03
2023,12,2611,deslig,125,5162.82
2023,12,2612,adm,147,4676.33
2023,12,2612,deslig,242,4751.61
2023,12,2613,adm,17,2322.54
2023,12,2613,deslig,15,3945.46
2023,12,2614,adm,19,4632.23
2023,12,2614,deslig,29,3544.14
2023,12,2615,adm,12,5553.04
2023,12,2615,deslig,22,4157.16
2023,12,2616,adm,9,4914.5
2023,12,2616,deslig,24,7372.33
2023,12,2617,adm,9,3233.14
2023,12,2617,deslig,11,3692.34
2023,12,2618,adm,19,2072.62
2023,12,2618,deslig,24,2673.16
2023,12,2621,adm,34,5092.52
2023,12,2621,deslig,56,4231.08
2023,12,2622,adm,4,6641.04
2023,12,2622,deslig,7,21465.74
2023,12,2623,adm,13,6084.62
2023,12,2623,deslig,14,6374.94
2023,12,2624,adm,327,4175.54
2023,12,2624,deslig,579,4951.67
2023,12,2625,adm,4,3040.82
2023,12,2625,deslig,6,3013.58
2023,12,2626,adm,3,13950.0
2023,12,2626,deslig,3,3278.22
2023,12,2628,adm,9,5291.29
2023,12,2628,deslig,7,1263.28
2023,12,2629,adm,5,6330.84
2023,12,2629,deslig,8,3105.9
2023,12,2631,adm,2,2012.37
2023,12,2631,deslig,13,7522.64
2023,12,2711,adm,214,2822.8
2023,12,2711,deslig,314,2856.94
2023,12,3001,adm,52,3817.37
2023,12,3001,deslig,67,5151.5
2023,12,3003,adm,166,3137.47
2023,12,3003,deslig,127,3341.52
2023,12,3011,adm,101,2994.2
2023,12,3011,deslig,408,2736.3
2023,12,3012,adm,1,3063.26
2023,12,3012,deslig,1,3463.69
2023,12,3111,adm,120,5700.61
2023,12,3111,deslig,295,8782.31
2023,12,3112,adm,3,3892.8
2023,12,3112,deslig,1,2462.0
2023,12,3113,adm,9,3005.6
2023,12,3113,deslig,5,2350.0
2023,12,3114,adm,33,3233.43
2023,12,3114,deslig,48,3484.26
2023,12,3115,adm,53,3586.78
2023,12,3115,deslig,83,4509.45
2023,12,3116,adm,1,2000.0
2023,12,3116,deslig,10,3189.6
2023,12,3117,adm,43,2436.25
2023,12,3117,deslig,60,2486.79
2023,12,3121,adm,460,5590.79
2023,12,3121,deslig,498,3379.19
2023,12,3122,adm,57,2327.87
2023,12,3122,deslig,78,2682.19
2023,12,3123,adm,121,9290.36
2023,12,3123,deslig,209,7274.52
2023,12,3131,adm,512,3266.46
2023,12,3131,deslig,596,4329.99
2023,12,3132,adm,888,2585.31
2023,12,3132,deslig,901,2690.26
2023,12,3133,adm,390,2022.09
2023,12,3133,deslig,457,2313.96
2023,12,3134,adm,97,3848.77
2023,12,3134,deslig,116,3591.94
2023,12,3135,adm,82,2022.95
2023,12,3135,deslig,70,2115.95
2023,12,3141,adm,408,3670.19
2023,12,3141,deslig,376,3159.64
2023,12,3142,adm,18,4080.51
2023,12,3142,deslig,25,29890.97
2023,12,3143,adm,78,3275.3
2023,12,3143,deslig,44,3457.61
2023,12,3144,adm,233,3135.0
2023,12,3144,deslig,226,3270.62
2023,12,3146,adm,16,4434.22
2023,12,3146,deslig,17,3866.58
2023,12,3147,adm,12,2994.69
2023,12,3147,deslig,12,3562.9
2023,12,3148,adm,35,4856.53
2023,12,3148,deslig,31,6174.03
2023,12,3161,adm,1,1419.91
2023,12,3161,deslig,14,4607.86
2023,12,3163,deslig,2,3746.59
2023,12,3171,adm,730,6533.47
2023,12,3171,deslig,801,6330.09
2023,12,3172,adm,708,2183.79
2023,12,3172,deslig,732,2589.41
2023,12,3180,adm,65,2985.63
2023,12,3180,deslig,81,2813.59
2023,12,3181,adm,25,3033.35
2023,12,3181,deslig,33,2995.79
2023,12,3182,adm,24,3289.95
2023,12,3182,deslig,24,4744.47
2023,12,3183,adm,4,3240.57
2023,12,3183,deslig,5,2391.3
2023,12,3184,adm,33,2695.42
2023,12,3184,deslig,74,2726.25
2023,12,3185,adm,117,3309.55
2023,12,3185,deslig,192,3416.41
2023,12,3186,adm,97,4537.03
2023,12,3186,deslig,121,4993.62
2023,12,3187,adm,27,3817.68
2023,12,3187,deslig,45,4090.52
2023,12,3188,adm,91,2555.13
2023,12,3188,deslig,155,2748.48
2023,12,3191,adm,3,2816.47
2023,12,3191,deslig,3,3300.81
2023,12,3192,adm,2,1747.87
2023,12,3192,deslig,1,1834.0
2023,12,3201,adm,4,5585.31
2023,12,3201,deslig,4,4496.0
2023,12,3211,adm,77,11253.73
2023,12,3211,deslig,112,3939.45
2023,12,3212,adm,22,2451.85
2023,12,3212,deslig,25,2423.58
2023,12,3213,deslig,3,2333.33
2023,12,3221,adm,262,2090.49
2023,12,3221,deslig,282,2077.17
2023,12,3222,adm,4789,3461.13
2023,12,3222,deslig,5008,2764.23
2023,12,3223,adm,25,2041.01
2023,12,3223,deslig,14,3564.23
2023,12,3224,adm,328,1796.87
2023,12,3224,deslig,608,1803.54
2023,12,3225,adm,3,2631.07
2023,12,3225,deslig,3,2032.2
2023,12,3226,adm,29,2483.69
2023,12,3226,deslig,29,2500.22
2023,12,3231,adm,32,1767.29
2023,12,3231,deslig,26,2033.38
2023,12,3241,adm,30,2640.68
2023,12,3241,deslig,39,2874.83
2023,12,3242,adm,268,2088.62
2023,12,3242,deslig,282,2214.05
2023,12,3250,adm,17,1740.06
2023,12,3250,deslig,28,4662.39
2023,12,3251,adm,229,2468.68
2023,12,3251,deslig,233,2357.1
2023,12,3252,adm,206,2430.33
2023,12,3252,deslig,185,2512.01
2023,12,3253,adm,7,2660.44
2023,12,3253,deslig,1,1901.92
2023,12,3281,deslig,2,3966.97
2023,12,3311,adm,415,2557.52
2023,12,3311,deslig,3957,2212.29
2023,12,3312,adm,8,1737.95
2023,12,3312,deslig,580,4727.97
2023,12,3313,adm,22,2944.54
2023,12,3313,deslig,21,4168.96
2023,12,3321,adm,2,2268.4
2023,12,3321,deslig,74,2674.2
2023,12,3322,adm,5,3326.4
2023,12,3322,deslig,22,4491.47
2023,12,3331,adm,219,2492.66
2023,12,3331,deslig,800,3795.13
2023,12,3341,adm,201,1634.35
2023,12,3341,deslig,2993,1659.95
2023,12,3411,adm,13,5266.67
2023,12,3411,deslig,8,5878.06
2023,12,3412,adm,3,2537.74
2023,12,3412,deslig,9,2627.8
2023,12,3413,adm,10,2575.42
2023,12,3413,deslig,14,2614.78
2023,12,3421,adm,963,3077.21
2023,12,3421,deslig,1024,3398.36
2023,12,3422,adm,25,2999.44
2023,12,3422,deslig,30,3626.83
2023,12,3423,adm,276,3076.2
2023,12,3423,deslig,439,3186.99
2023,12,3424,adm,17,2526.76
2023,12,3424,deslig,29,2923.98
2023,12,3425,adm,166,1993.32
2023,12,3425,deslig,247,2167.14
2023,12,3426,adm,4,5535.6
2023,12,3426,deslig,17,4735.9
2023,12,3511,adm,53,4892.45
2023,12,3511,deslig,68,5007.81
2023,12,3513,adm,151,3080.56
2023,12,3513,deslig,201,3698.32
2023,12,3514,adm,337,2721.83
2023,12,3514,deslig,352,3745.08
2023,12,3515,adm,85,2360.27
2023,12,3515,deslig,112,2688.04
2023,12,3516,adm,1187,5485.68
2023,12,3516,deslig,1249,5412.5
2023,12,3517,adm,440,3632.67
2023,12,3517,deslig,391,3211.34
2023,12,3519,adm,11,3290.04
2023,12,3519,deslig,4,2429.93
2023,12,3522,adm,146,2862.2
2023,12,3522,deslig,141,3495.54
2023,12,3523,adm,52,4343.62
2023,12,3523,deslig,41,4059.38
2023,12,3524,adm,5,4990.75
2023,12,3524,deslig,7,2369.81
2023,12,3532,adm,27,4175.81
2023,12,3532,deslig,61,5083.43
2023,12,3541,adm,5769,2418.12
2023,12,3541,deslig,6717,2697.16
2023,12,3542,adm,580,6164.23
2023,12,3542,deslig,749,4780.16
2023,12,3543,adm,173,4986.7
2023,12,3543,deslig,218,4968.04
2023,12,3544,adm,22,2755.5
2023,12,3544,deslig,33,2931.24
2023,12,3545,adm,18,1780.66
2023,12,3545,deslig,16,1682.51
2023,12,3546,adm,31,1895.79
2023,12,3546,deslig,43,2352.87
2023,12,3547,adm,7,2258.86
2023,12,3547,deslig,28,4112.92
2023,12,3548,adm,384,3042.2
2023,12,3548,deslig,431,3086.31
2023,12,3711,adm,16,2241.66
2023,12,3711,deslig,29,2491.74
2023,12,3712,deslig,7,3428.47
2023,12,3713,adm,6,2532.17
2023,12,3713,deslig,3,3118.08
2023,12,3714,adm,261,1778.96
2023,12,3714,deslig,754,1788.61
2023,12,3721,adm,38,2183.21
2023,12,3721,deslig,28,2414.88
2023,12,3722,adm,43,1843.25
2023,12,3722,deslig,31,2299.28
2023,12,3731,adm,34,2723.34
2023,12,3731,deslig,85,3188.49
2023,12,3732,adm,18,5579.53
2023,12,3732,deslig,31,5163.23
2023,12,3741,adm,77,2068.78
2023,12,3741,deslig,86,2132.19
2023,12,3742,adm,5,2979.08
2023,12,3742,deslig,7,2221.22
2023,12,3743,adm,3,1784.96
2023,12,3743,deslig,1,2500.0
2023,12,3744,adm,76,3140.55
2023,12,3744,deslig,107,3409.88
2023,12,3751,adm,86,2466.49
2023,12,3751,deslig,139,2873.84
2023,12,3761,adm,1,0.0
2023,12,3761,deslig,1,0.0
2023,12,3763,adm,1,2200.0
2023,12,3763,deslig,4,2669.23
2023,12,3764,deslig,3,2225.61
2023,12,3771,adm,340,3092.12
2023,12,3771,deslig,245,41760.76
2023,12,3772,deslig,1,1741.0
2023,12,3911,adm,2559,2733.7
2023,12,3911,deslig,2283,3682.05
2023,12,3912,adm,1536,3413.14
2023,12,3912,deslig,2109,3531.47
2023,12,3951,adm,101,5033.55
2023,12,3951,deslig,113,5681.56
2023,12,4101,adm,1619,4222.55
2023,12,4101,deslig,2743,4368.29
2023,12,4102,adm,480,4630.8
2023,12,4102,deslig,751,4940.24
2023,12,4110,adm,19593,2279.08
2023,12,4110,deslig,22682,2382.48
2023,12,4121,adm,45,2010.82
2023,12,4121,deslig,56,2365.78
2023,12,4122,adm,498,13315.0
2023,12,4122,deslig,487,1720.98
2023,12,4131,adm,1749,2568.14
2023,12,4131,deslig,2171,2799.34
2023,12,4132,adm,217,2169.47
2023,12,4132,deslig,363,2567.93
2023,12,4141,adm,13698,2041.87
2023,12,4141,deslig,15900,1990.84
2023,12,4142,adm,1222,2153.75
2023,12,4142,deslig,2040,3568.83
2023,12,4151,adm,71,1769.7
2023,12,4151,deslig,90,2243.01
2023,12,4152,adm,74,1691.07
2023,12,4152,deslig,87,1774.2
2023,12,4201,adm,484,3992.6
2023,12,4201,deslig,870,3430.57
2023,12,4211,adm,12241,1968.42
2023,12,4211,deslig,11424,1919.66
2023,12,4212,adm,150,1544.26
2023,12,4212,deslig,169,1546.2
2023,12,4213,adm,1980,1484.81
2023,12,4213,deslig,2307,1496.28
2023,12,4221,adm,7470,1814.16
2023,12,4221,deslig,7914,1821.0
2023,12,4222,adm,329,1680.63
2023,12,4222,deslig,250,1720.13
2023,12,4223,adm,10959,1417.26
2023,12,4223,deslig,12248,1443.02
2023,12,4231,adm,25,2366.38
2023,12,4231,deslig,27,2570.45
2023,12,4241,adm,71,2044.65
2023,12,4241,deslig,95,1835.35
2023,12,4242,deslig,1,1949.64
2023,12,5101,adm,286,3037.68
2023,12,5101,deslig,419,2853.76
2023,12,5102,adm,12,2261.19
2023,12,5102,deslig,25,2647.34
2023,12,5103,adm,134,3111.04
2023,12,5103,deslig,138,3501.58
2023,12,5111,adm,14,2936.21
2023,12,5111,deslig,39,2879.97
2023,12,5112,adm,364,1857.17
2023,12,5112,deslig,424,2185.38
2023,12,5114,adm,5,1586.81
2023,12,5114,deslig,6,1791.83
2023,12,5115,adm,8,1764.35
2023,12,5115,deslig,11,1754.27
2023,12,5121,adm,142,1865.2
2023,12,5121,deslig,151,1689.27
2023,12,5131,adm,64,2560.97
2023,12,5131,deslig,63,3053.54
2023,12,5132,adm,3928,1924.18
2023,12,5132,deslig,7728,1872.47
2023,12,5133,adm,1118,1782.33
2023,12,5133,deslig,1027,1811.41
2023,12,5134,adm,14648,1704.03
2023,12,5134,deslig,14477,1779.49
2023,12,5135,adm,9153,1809.9
2023,12,5135,deslig,9991,1780.19
2023,12,5136,adm,719,1977.7
2023,12,5136,deslig,868,2001.13
2023,12,5141,adm,1830,2174.06
2023,12,5141,deslig,1753,1996.13
2023,12,5142,adm,3478,2050.87
2023,12,5142,deslig,3523,1776.37
2023,12,5143,adm,29525,1783.24
2023,12,5143,deslig,28869,1756.15
2023,12,5151,adm,448,2261.49
2023,12,5151,deslig,350,2431.45
2023,12,5152,adm,1054,1801.79
2023,12,5152,deslig,867,1965.69
2023,12,5153,adm,502,2458.74
2023,12,5153,deslig,768,2226.42
2023,12,5161,adm,130,1680.93
2023,12,5161,deslig,174,1652.92
2023,12,5162,adm,1404,1669.63
2023,12,5162,deslig,2805,1642.78
2023,12,5163,adm,789,1737.66
2023,12,5163,deslig,882,2159.2
2023,12,5164,adm,10,1710.17
2023,12,5164,deslig,35,1901.27
2023,12,5165,adm,93,1969.24
2023,12,5165,deslig,56,1982.55
2023,12,5166,adm,87,1876.48
2023,12,5166,deslig,56,1801.64
2023,12,5169,adm,1,1981.17
2023,12,5169,deslig,2,2250.0
2023,12,5171,adm,299,2403.76
2023,12,5171,deslig,428,2364.38
2023,12,5172,adm,73,1921.21
2023,12,5172,deslig,79,1930.33
2023,12,5173,adm,5378,2346.65
2023,12,5173,deslig,5020,2123.01
2023,12,5174,adm,12559,1873.12
2023,12,5174,deslig,10935,1838.88
2023,12,5191,adm,1311,1986.25
2023,12,5191,deslig,1439,2181.74
2023,12,5192,adm,251,1718.75
2023,12,5192,deslig,347,1770.74
2023,12,5193,adm,447,1788.99
2023,12,5193,deslig,499,2589.08
2023,12,5199,adm,1840,2205.59
2023,12,5199,deslig,1954,2374.9
2023,12,5201,adm,836,4062.08
2023,12,5201,deslig,1446,3911.14
2023,12,5211,adm,56893,1777.76
2023,12,5211,deslig,55115,1778.78
2023,12,5231,adm,163,1961.1
2023,12,5231,deslig,219,2031.08
2023,12,5241,adm,497,1736.63
2023,12,5241,deslig,743,1594.28
2023,12,5242,adm,54,1870.06
2023,12,5242,deslig,59,1799.91
2023,12,5243,adm,9,1342.46
2023,12,5243,deslig,13,1576.75
2023,12,6110,adm,14,1641.75
2023,12,6110,deslig,19,1688.09
2023,12,6120,adm,3,2113.19
2023,12,6120,deslig,22,1566.11
2023,12,6121,adm,4,1543.75
2023,12,6121,deslig,4,2575.6
2023,12,6123,adm,3,1579.33
2023,12,6123,deslig,2,1549.5
2023,12,6124,adm,1,1839.0
2023,12,6124,deslig,2,1442.5
2023,12,6125,adm,9,1779.54
2023,12,6125,deslig,11,1902.14
2023,12,6130,adm,5,1425.17
2023,12,6130,deslig,6,1812.35
2023,12,6131,deslig,2,1829.51
2023,12,6132,deslig,1,2000.0
2023,12,6133,adm,12,1748.39
2023,12,6133,deslig,9,1750.27
2023,12,6201,adm,90,38608.62
2023,12,6201,deslig,337,9405.36
2023,12,6210,adm,2131,1634.9
2023,12,6210,deslig,3160,1526.06
2023,12,6220,adm,2337,4717.14
2023,12,6220,deslig,3441,11572.29
2023,12,6221,adm,745,5411.08
2023,12,6221,deslig,2876,7465.79
2023,12,6222,deslig,2,1537.91
2023,12,6223,adm,128,1582.66
2023,12,6223,deslig,571,1621.47
2023,12,6224,adm,253,1650.81
2023,12,6224,deslig,299,1691.57
2023,12,6225,adm,1207,22465.45
2023,12,6225,deslig,8078,3349.65
2023,12,6226,adm,74,1499.23
2023,12,6226,deslig,128,8898.37
2023,12,6227,adm,5,1566.0
2023,12,6227,deslig,4,1997.15
2023,12,6228,adm,2,1739.5
2023,12,6228,deslig,6,1862.0
2023,12,6230,adm,212,1826.05
2023,12,6230,deslig,240,1772.25
2023,12,6231,adm,250,1826.76
2023,12,6231,deslig,291,1871.55
2023,12,6232,adm,29,1680.62
2023,12,6232,deslig,37,1742.76
2023,12,6233,adm,631,1648.43
2023,12,6233,deslig,599,1760.08
2023,12,6234,adm,24,1597.77
2023,12,6234,deslig,48,1688.47
2023,12,6301,adm,24,3619.49
2023,12,6301,deslig,29,3511.79
2023,12,6312,adm,1,2080.0
2023,12,6312,deslig,38,2045.85
2023,12,6313,adm,17,1779.3
2023,12,6313,deslig,36,1724.25
2023,12,6314,deslig,1,1550.0
2023,12,6320,adm,22,1685.38
2023,12,6320,deslig,26,1686.46
2023,12,6321,adm,300,1654.66
2023,12,6321,deslig,405,1628.7
2023,12,6322,adm,95,485.34
2023,12,6322,deslig,159,636.93
2023,12,6323,deslig,2,4235.0
2023,12,6324,deslig,1,1550.0
2023,12,6325,deslig,1,0.0
2023,12,6326,adm,29,31565.04
2023,12,6326,deslig,35,1634.46
2023,12,6410,adm,1168,13692.95
2023,12,6410,deslig,6985,22235.77
2023,12,6420,adm,81,2593.25
2023,12,6420,deslig,132,2227.56
2023,12,6430,adm,15,2221.07
2023,12,6430,deslig,93,1863.29
2023,12,7101,adm,8,7570.74
2023,12,7101,deslig,19,4646.26
2023,12,7102,adm,814,9648.77
2023,12,7102,deslig,1294,5908.98
2023,12,7111,adm,19,3177.58
2023,12,7111,deslig,25,2716.77
2023,12,7112,adm,136,2625.45
2023,12,7112,deslig,224,2722.72
2023,12,7113,adm,40,2307.31
2023,12,7113,deslig,103,2231.56
2023,12,7121,adm,20,2232.45
2023,12,7121,deslig,53,1928.68
2023,12,7122,adm,67,2246.03
2023,12,7122,deslig,134,2207.09
2023,12,7151,adm,909,3458.9
2023,12,7151,deslig,1667,3881.22
2023,12,7152,adm,3908,3196.22
2023,12,7152,deslig,6241,2822.5
2023,12,7153,adm,853,3643.34
2023,12,7153,deslig,1696,3014.33
2023,12,7154,adm,185,2347.0
2023,12,7154,deslig,303,2415.63
2023,12,7155,adm,2202,5851.62
2023,12,7155,deslig,3481,3883.67
2023,12,7156,adm,1769,4531.02
2023,12,7156,deslig,1975,3116.53
2023,12,7157,adm,179,2170.55
2023,12,7157,deslig,277,12927.38
2023,12,7161,adm,45,2284.5
2023,12,7161,deslig,40,2316.84
2023,12,7162,adm,37,2250.88
2023,12,7162,deslig,37,2235.69
2023,12,7163,adm,145,2041.77
2023,12,7163,deslig,228,2136.85
2023,12,7164,adm,379,3758.64
2023,12,7164,deslig,692,3842.1
2023,12,7165,adm,337,2312.28
2023,12,7165,deslig,583,2382.26
2023,12,7166,adm,984,2335.36
2023,12,7166,deslig,1608,2982.4
2023,12,7170,adm,9926,2701.7
2023,12,7170,deslig,13780,2544.72
2023,12,7201,adm,99,23134.74
2023,12,7201,deslig,218,9509.57
2023,12,7202,adm,30,5976.7
2023,12,7202,deslig,180,7870.6
2023,12,7211,adm,112,4136.14
2023,12,7211,deslig,184,5188.06
2023,12,7212,adm,776,4747.79
2023,12,7212,deslig,1349,3941.03
2023,12,7213,adm,91,2357.95
2023,12,7213,deslig,202,2458.12
2023,12,7214,adm,242,5183.46
2023,12,7214,deslig,454,3084.68
2023,12,7221,adm,13,2083.4
2023,12,7221,deslig,36,2735.65
2023,12,7222,adm,150,2036.87
2023,12,7222,deslig,237,2420.77
2023,12,7223,adm,66,2236.32
2023,12,7223,deslig,108,2342.28
2023,12,7224,adm,30,2460.88
2023,12,7224,deslig,34,2624.66
2023,12,7231,adm,16,2045.17
2023,12,7231,deslig,46,2193.22
2023,12,7232,adm,74,2268.47
2023,12,7232,deslig,152,2316.19
2023,12,7233,adm,534,4601.65
2023,12,7233,deslig,788,4937.62
2023,12,7241,adm,941,6983.15
2023,12,7241,deslig,1415,5546.07
2023,12,7242,adm,1767,7333.17
2023,12,7242,deslig,1919,4098.06
2023,12,7243,adm,2427,14409.34
2023,12,7243,deslig,2590,8256.42
2023,12,7244,adm,2302,12805.17
2023,12,7244,deslig,2659,4664.72
2023,12,7245,adm,255,4496.32
2023,12,7245,deslig,464,3935.67
2023,12,7246,adm,3,2284.35
2023,12,7246,deslig,8,2266.79
2023,12,7250,adm,264,2450.42
2023,12,7250,deslig,301,2426.66
2023,12,7251,adm,378,2321.67
2023,12,7251,deslig,661,2756.1
2023,12,7252,adm,662,44648.42
2023,12,7252,deslig,611,10490.73
2023,12,7253,adm,20,2399.94
2023,12,7253,deslig,38,2523.26
2023,12,7254,adm,22,2935.23
2023,12,7254,deslig,36,2953.37
2023,12,7255,adm,78,2852.8
2023,12,7255,deslig,908,4900.32
2023,12,7256,adm,9,2798.58
2023,12,7256,deslig,16,3201.91
2023,12,7257,adm,217,2443.34
2023,12,7257,deslig,250,2423.94
2023,12,7301,adm,71,20199.0
2023,12,7301,deslig,77,16644.67
2023,12,7311,adm,651,4170.22
2023,12,7311,deslig,925,4104.0
2023,12,7312,adm,25,1754.79
2023,12,7312,deslig,38,1670.07
2023,12,7313,adm,399,1715.37
2023,12,7313,deslig,337,1807.52
2023,12,7321,adm,1098,3239.66
2023,12,7321,deslig,1023,2375.0
2023,12,7401,adm,1,4771.8
2023,12,7401,deslig,7,3945.1
2023,12,7411,adm,97,2735.04
2023,12,7411,deslig,83,2752.64
2023,12,7421,adm,4,2294.85
2023,12,7421,deslig,6,1920.63
2023,12,7501,adm,1,2000.0
2023,12,7501,deslig,7,5653.48
2023,12,7502,deslig,4,6133.51
2023,12,7510,adm,7,1905.23
2023,12,7510,deslig,57,1824.51
2023,12,7511,adm,35,1844.29
2023,12,7511,deslig,108,1968.79
2023,12,7521,adm,1,2500.0
2023,12,7521,deslig,5,2099.52
2023,12,7522,adm,26,2125.64
2023,12,7522,deslig,41,2192.06
2023,12,7523,adm,224,2265.14
2023,12,7523,deslig,388,2499.19
2023,12,7524,adm,9,2163.62
2023,12,7524,deslig,27,2253.26
2023,12,7601,adm,15,4556.53
2023,12,7601,deslig,42,3972.76
2023,12,7602,adm,1,2000.0
2023,12,7603,adm,25,2668.49
2023,12,7603,deslig,78,2576.16
2023,12,7604,adm,6,2345.49
2023,12,7604,deslig,57,3244.93
2023,12,7605,adm,6,4032.88
2023,12,7605,deslig,14,3169.87
2023,12,7606,adm,13,5811.77
2023,12,7606,deslig,27,5804.05
2023,12,7610,adm,111,1702.62
2023,12,7610,deslig,259,4437.62
2023,12,7611,adm,1,1614.15
2023,12,7611,deslig,8,1901.48
2023,12,7612,adm,47,1753.1
2023,12,7612,deslig,85,1851.09
2023,12,7613,adm,87,2059.12
2023,12,7613,deslig,223,2151.44
2023,12,7614,adm,62,1901.67
2023,12,7614,deslig,154,1998.07
2023,12,7618,adm,62,1765.27
2023,12,7618,deslig,230,1732.18
2023,12,7620,adm,26,1666.71
2023,12,7620,deslig,50,22279.03
2023,12,7621,adm,2,1535.31
2023,12,7621,deslig,5,2213.72
2023,12,7622,adm,4,2062.98
2023,12,7622,deslig,15,2107.0
2023,12,7623,adm,5,2073.56
2023,12,7623,deslig,8,2147.35
2023,12,7630,adm,114,1986.51
2023,12,7630,deslig,257,1954.45
2023,12,7631,adm,532,1698.43
2023,12,7631,deslig,1355,1730.33
2023,12,7632,adm,715,1820.81
2023,12,7632,deslig,1985,2285.72
2023,12,7633,adm,145,1809.03
2023,12,7633,deslig,409,1852.85
