ano,mes,secao,tipico,mov,n
2023,8,L,False,adm,67
2023,8,L,False,deslig,53
2023,8,L,True,adm,2094
2023,8,L,True,deslig,2046
2023,8,M,False,adm,1725
2023,8,M,False,deslig,1635
2023,8,M,True,adm,22523
2023,8,M,True,deslig,20808
2023,8,N,False,adm,57066
2023,8,N,False,deslig,48087
2023,8,N,True,adm,95494
2023,8,N,True,deslig,90382
2023,8,O,False,adm,1319
2023,8,O,False,deslig,874
2023,8,O,True,adm,1560
2023,8,O,True,deslig,1228
2023,8,P,False,adm,7477
2023,8,P,False,deslig,3476
2023,8,P,True,adm,16365
2023,8,P,True,deslig,12286
2023,8,Q,False,adm,6240
2023,8,Q,False,deslig,5347
2023,8,Q,True,adm,24909
2023,8,Q,True,deslig,23215
2023,8,R,False,adm,906
2023,8,R,False,deslig,731
2023,8,R,True,adm,3148
2023,8,R,True,deslig,2504
2023,8,S,False,adm,2666
2023,8,S,False,deslig,2415
2023,8,S,True,adm,9763
2023,8,S,True,deslig,8818
2023,8,T,False,deslig,1
2023,8,T,True,adm,17
2023,8,T,True,deslig,15
2023,8,U,False,adm,2
2023,8,U,True,adm,13
2023,8,U,True,deslig,6
2023,8,Z,False,deslig,1
2023,8,Z,True,deslig,1
2023,9,A,False,adm,751
2023,9,A,False,deslig,796
2023,9,A,True,adm,13485
2023,9,A,True,deslig,14234
2023,9,B,False,adm,14
2023,9,B,False,deslig,12
2023,9,B,True,adm,381
2023,9,B,True,deslig,309
2023,9,C,False,adm,4124
2023,9,C,False,deslig,2572
2023,9,C,True,adm,65596
2023,9,C,True,deslig,60206
2023,9,D,False,adm,35
2023,9,D,False,deslig,22
2023,9,D,True,adm,306
2023,9,D,True,deslig,294
2023,9,E,False,adm,89
2023,9,E,False,deslig,71
2023,9,E,True,adm,2333
2023,9,E,True,deslig,2381
2023,9,F,False,adm,2248
2023,9,F,False,deslig,1802
2023,9,F,True,adm,47601
2023,9,F,True,deslig,43099
2023,9,G,False,adm,5476
2023,9,G,False,deslig,4627
2023,9,G,True,adm,120368
2023,9,G,True,deslig,114493
2023,9,H,False,adm,2023
2023,9,H,False,deslig,1852
2023,9,H,True,adm,29289
2023,9,H,True,deslig,25742
2023,9,I,False,adm,2337
2023,9,I,False,deslig,2152
2023,9,I,True,adm,37450
2023,9,I,True,deslig,32512
2023,9,J,False,adm,848
2023,9,J,False,deslig,843
2023,9,J,True,adm,10569
2023,9,J,True,deslig,10742
2023,9,K,False,adm,1368
2023,9,K,False,deslig,630
2023,9,K,True,adm,7657
2023,9,K,True,deslig,7731
2023,9,L,False,adm,70
2023,9,L,False,deslig,62
2023,9,L,True,adm,1895
2023,9,L,True,deslig,1853
2023,9,M,False,adm,1774
2023,9,M,False,deslig,1555
2023,9,M,True,adm,19603
2023,9,M,True,deslig,19233
2023,9,N,False,adm,57055
2023,9,N,False,deslig,46394
2023,9,N,True,adm,87500
2023,9,N,True,deslig,85517
2023,9,O,False,adm,898
2023,9,O,False,deslig,760
2023,9,O,True,adm,1044
2023,9,O,True,deslig,900
2023,9,P,False,adm,2872
2023,9,P,False,deslig,2372
2023,9,P,True,adm,12525
2023,9,P,True,deslig,10262
2023,9,Q,False,adm,5134
2023,9,Q,False,deslig,4875
2023,9,Q,True,adm,22937
2023,9,Q,True,deslig,20545
2023,9,R,False,adm,713
2023,9,R,False,deslig,686
2023,9,R,True,adm,2961
2023,9,R,True,deslig,2723
2023,9,S,False,adm,2124
2023,9,S,False,deslig,2030
2023,9,S,True,adm,8726
2023,9,S,True,deslig,7990
2023,9,T,False,adm,4
2023,9,T,True,adm,15
2023,9,T,True,deslig,16
2023,9,U,True,adm,7
2023,9,U,True,deslig,4
2023,10,A,False,adm,1818
2023,10,A,False,deslig,2390
2023,10,A,True,adm,13080
2023,10,A,True,deslig,14360
2023,10,B,False,adm,21
2023,10,B,False,deslig,8
2023,10,B,True,adm,359
2023,10,B,True,deslig,317
2023,10,C,False,adm,3623
2023,10,C,False,deslig,2752
2023,10,C,True,adm,69016
2023,10,C,True,deslig,62299
2023,10,D,False,adm,31
2023,10,D,False,deslig,14
2023,10,D,True,adm,331
2023,10,D,True,deslig,258
2023,10,E,False,adm,71
2023,10,E,False,deslig,42
2023,10,E,True,adm,2325
2023,10,E,True,deslig,2245
2023,10,F,False,adm,1808
2023,10,F,False,deslig,2426
2023,10,F,True,adm,51392
2023,10,F,True,deslig,45369
2023,10,G,False,adm,7410
2023,10,G,False,deslig,5406
2023,10,G,True,adm,129214
2023,10,G,True,deslig,117283
2023,10,H,False,adm,2211
2023,10,H,False,deslig,2013
2023,10,H,True,adm,31355
2023,10,H,True,deslig,26275
2023,10,I,False,adm,2413
2023,10,I,False,deslig,1763
2023,10,I,True,adm,35980
2023,10,I,True,deslig,33282
2023,10,J,False,adm,850
2023,10,J,False,deslig,860
2023,10,J,True,adm,11764
2023,10,J,True,deslig,11525
2023,10,K,False,adm,846
2023,10,K,False,deslig,634
2023,10,K,True,adm,8163
2023,10,K,True,deslig,7353
2023,10,L,False,adm,60
2023,10,L,False,deslig,51
2023,10,L,True,adm,1873
2023,10,L,True,deslig,1928
2023,10,M,False,adm,1594
2023,10,M,False,deslig,1400
2023,10,M,True,adm,20662
2023,10,M,True,deslig,19221
2023,10,N,False,adm,69582
2023,10,N,False,deslig,52054
2023,10,N,True,adm,95451
2023,10,N,True,deslig,85831
2023,10,O,False,adm,735
2023,10,O,False,deslig,605
2023,10,O,True,adm,1008
2023,10,O,True,deslig,917
2023,10,P,False,adm,2271
2023,10,P,False,deslig,1977
2023,10,P,True,adm,10844
2023,10,P,True,deslig,9292
2023,10,Q,False,adm,4934
2023,10,Q,False,deslig,4676
2023,10,Q,True,adm,22934
2023,10,Q,True,deslig,21457
2023,10,R,False,adm,781
2023,10,R,False,deslig,600
2023,10,R,True,adm,3022
2023,10,R,True,deslig,2465
2023,10,S,False,adm,2387
2023,10,S,False,deslig,2198
2023,10,S,True,adm,8809
2023,10,S,True,deslig,8044
2023,10,T,True,adm,20
2023,10,T,True,deslig,12
2023,10,U,True,adm,6
2023,10,U,True,deslig,10
2023,11,A,False,adm,1125
2023,11,A,False,deslig,1620
2023,11,A,True,adm,11188
2023,11,A,True,deslig,16822
2023,11,B,False,adm,6
2023,11,B,False,deslig,7
2023,11,B,True,adm,282
2023,11,B,True,deslig,259
2023,11,C,False,adm,2904
2023,11,C,False,deslig,2808
2023,11,C,True,adm,59813
2023,11,C,True,deslig,63740
2023,11,D,False,adm,22
2023,11,D,False,deslig,14
