ano,mes,cbo6,secao,mov,n,sal_medio
2023,10,203105,H,adm,2,8476.57
2023,10,203105,H,deslig,2,7300.0
2023,10,203105,J,adm,11,6618.45
2023,10,203105,J,deslig,10,14054.56
2023,10,203105,K,adm,3,9246.45
2023,10,203105,K,deslig,3,11516.17
2023,10,203105,M,adm,14,9523.96
2023,10,203105,M,deslig,7,10935.51
2023,10,203105,N,adm,3,5766.67
2023,10,203105,N,deslig,2,13073.94
2023,10,203105,Q,adm,1,10028.29
2023,10,211205,C,adm,2,5530.0
2023,10,211205,C,deslig,1,4151.94
2023,10,211205,G,adm,3,4266.67
2023,10,211205,G,deslig,1,4357.55
2023,10,211205,H,adm,1,12066.43
2023,10,211205,H,deslig,3,2731.62
2023,10,211205,J,adm,4,9700.0
2023,10,211205,J,deslig,22,9510.88
2023,10,211205,K,adm,7,10846.86
2023,10,211205,K,deslig,7,9463.79
2023,10,211205,L,adm,1,5000.0
2023,10,211205,M,adm,2,10150.0
2023,10,211205,M,deslig,7,9553.71
2023,10,211205,N,adm,1,4000.0
2023,10,211205,N,deslig,2,6883.01
2023,10,211205,Q,adm,2,4724.51
2023,10,211205,Q,deslig,2,10676.7
2023,10,211210,J,deslig,1,6230.84
2023,10,211210,K,adm,1,7741.94
2023,10,211210,N,adm,2,5000.0
2023,10,211215,J,deslig,1,7416.0
2023,10,211215,K,adm,1,5300.0
2023,10,211215,K,deslig,2,5700.36
2023,10,211220,C,adm,1,5288.5
2023,10,211220,G,adm,1,6000.0
2023,10,211220,J,adm,8,10312.5
2023,10,211220,J,deslig,2,9904.5
2023,10,211220,K,deslig,1,13414.56
2023,10,211220,M,adm,3,7371.33
2023,10,211220,N,adm,3,12722.22
2023,10,211220,N,deslig,2,11228.35
2023,10,212205,C,adm,5,9242.79
2023,10,212205,C,deslig,1,15288.0
2023,10,212205,G,adm,7,14014.86
2023,10,212205,G,deslig,9,14447.19
2023,10,212205,J,adm,56,15919.52
2023,10,212205,J,deslig,62,12213.11
2023,10,212205,K,adm,13,12909.62
2023,10,212205,K,deslig,8,11393.68
2023,10,212205,L,deslig,2,9479.34
2023,10,212205,M,adm,17,16097.53
2023,10,212205,M,deslig,25,13141.88
2023,10,212205,N,adm,8,12574.62
2023,10,212205,N,deslig,7,16079.57
2023,10,212210,C,adm,1,14000.0
2023,10,212210,G,deslig,2,8568.9
2023,10,212210,J,adm,1,14000.0
2023,10,212210,J,deslig,3,9365.68
2023,10,212210,K,deslig,1,14000.0
2023,10,212210,M,adm,19,14554.42
2023,10,212210,N,adm,2,15000.0
2023,10,212210,N,deslig,1,3391.44
2023,10,212215,C,deslig,1,20000.0
2023,10,212215,G,adm,2,12950.0
2023,10,212215,G,deslig,3,15372.99
2023,10,212215,H,adm,1,11337.6
2023,10,212215,J,adm,126,13018.75
2023,10,212215,J,deslig,73,13717.47
2023,10,212215,K,adm,14,13341.93
2023,10,212215,K,deslig,37,13934.35
2023,10,212215,M,adm,12,23284.42
2023,10,212215,M,deslig,4,18348.86
2023,10,212215,N,adm,45,20988.97
2023,10,212215,N,deslig,17,20865.2
2023,10,212215,P,deslig,1,15400.0
2023,10,212215,Q,deslig,1,13500.0
2023,10,212215,S,deslig,2,22326.92
2023,10,212305,A,deslig,1,3805.53
2023,10,212305,C,deslig,3,9539.32
2023,10,212305,G,adm,4,11726.28
2023,10,212305,G,deslig,1,9148.58
2023,10,212305,H,adm,2,2843.66
2023,10,212305,I,adm,1,2200.0
2023,10,212305,J,adm,62,8309.99
2023,10,212305,J,deslig,55,8571.21
2023,10,212305,K,adm,18,10604.22
2023,10,212305,K,deslig,8,13143.13
2023,10,212305,L,adm,2,11400.0
2023,10,212305,L,deslig,2,12779.3
2023,10,212305,M,adm,5,7311.4
2023,10,212305,M,deslig,12,9286.76
2023,10,212305,N,adm,17,9215.9
2023,10,212305,N,deslig,17,8381.57
2023,10,212305,P,deslig,1,6076.8
2023,10,212305,Q,adm,1,9826.36
2023,10,212305,Q,deslig,1,1700.0
2023,10,212405,A,adm,1,2500.0
2023,10,212405,C,adm,107,8044.23
2023,10,212405,C,deslig,114,8858.53
2023,10,212405,D,adm,4,10479.68
2023,10,212405,D,deslig,5,8993.91
2023,10,212405,E,adm,1,3000.0
2023,10,212405,E,deslig,2,8405.22
2023,10,212405,F,adm,21,5681.18
2023,10,212405,F,deslig,23,4385.04
2023,10,212405,G,adm,114,7073.4
2023,10,212405,G,deslig,102,6862.84
2023,10,212405,H,adm,16,6829.84
2023,10,212405,H,deslig,21,8210.06
2023,10,212405,I,adm,2,3250.0
2023,10,212405,I,deslig,2,3570.51
2023,10,212405,J,adm,1497,8120.37
2023,10,212405,J,deslig,1446,7930.44
2023,10,212405,K,adm,470,8585.8
2023,10,212405,K,deslig,316,10340.6
2023,10,212405,L,adm,7,9415.0
2023,10,212405,L,deslig,11,10251.28
2023,10,212405,M,adm,248,7850.25
2023,10,212405,M,deslig,227,8343.0
2023,10,212405,N,adm,256,6089.47
2023,10,212405,N,deslig,177,6714.69
2023,10,212405,O,adm,1,9674.41
2023,10,212405,P,adm,21,7277.18
2023,10,212405,P,deslig,19,5427.77
2023,10,212405,Q,adm,41,7069.62
2023,10,212405,Q,deslig,34,8659.55
2023,10,212405,R,adm,1,5500.0
2023,10,212405,R,deslig,1,3065.1
2023,10,212405,S,adm,32,4396.85
2023,10,212405,S,deslig,24,15446.88
2023,10,212410,C,adm,18,6016.53
2023,10,212410,C,deslig,21,6101.92
2023,10,212410,D,adm,1,14500.0
2023,10,212410,D,deslig,1,6383.65
2023,10,212410,F,adm,11,3445.28
2023,10,212410,F,deslig,9,3427.52
2023,10,212410,G,adm,59,5363.95
2023,10,212410,G,deslig,56,4193.13
2023,10,212410,H,adm,10,4496.45
2023,10,212410,H,deslig,6,4028.51
2023,10,212410,I,adm,8,4338.12
2023,10,212410,I,deslig,4,4324.32
2023,10,212410,J,adm,201,5304.55
2023,10,212410,J,deslig,215,6070.23
2023,10,212410,K,adm,31,8375.69
2023,10,212410,K,deslig,28,10290.27
2023,10,212410,L,adm,4,4877.5
2023,10,212410,L,deslig,3,5026.67
2023,10,212410,M,adm,60,5698.91
2023,10,212410,M,deslig,58,4779.97
2023,10,212410,N,adm,51,4209.71
2023,10,212410,N,deslig,65,4411.37
2023,10,212410,P,adm,8,4387.85
2023,10,212410,P,deslig,9,5308.51
2023,10,212410,Q,adm,5,4884.15
2023,10,212410,Q,deslig,6,6510.68
2023,10,212410,R,adm,1,2257.53
2023,10,212410,R,deslig,1,2370.38
2023,10,212410,S,adm,10,3780.0
2023,10,212410,S,deslig,14,4341.5
2023,10,212425,C,adm,2,7134.14
2023,10,212425,C,deslig,1,3268.27
2023,10,212425,G,adm,2,17480.77
2023,10,212425,G,deslig,4,10902.61
2023,10,212425,H,adm,1,10930.2
2023,10,212425,J,adm,32,14602.7
2023,10,212425,J,deslig,37,15698.69
2023,10,212425,K,adm,13,15368.49
2023,10,212425,K,deslig,5,20439.04
2023,10,212425,M,adm,14,15814.29
2023,10,212425,M,deslig,7,17344.92
2023,10,212425,N,deslig,2,17750.0
2023,10,212425,S,deslig,1,3000.0
2023,11,203105,C,adm,2,17805.0
2023,11,203105,C,deslig,5,9423.59
2023,11,203105,G,deslig,2,16749.75
2023,11,203105,H,adm,2,11300.0
2023,11,203105,H,deslig,1,9300.0
2023,11,203105,J,adm,7,9628.57
2023,11,203105,J,deslig,8,15137.65
2023,11,203105,K,adm,2,10349.0
2023,11,203105,K,deslig,6,9636.56
2023,11,203105,M,adm,11,8210.8
2023,11,203105,M,deslig,13,10903.35
2023,11,203105,N,adm,3,12780.0
2023,11,203105,N,deslig,2,13828.62
2023,11,203105,S,deslig,1,6200.0
2023,11,211205,C,adm,3,3930.75
2023,11,211205,C,deslig,1,9500.0
2023,11,211205,G,adm,1,10500.0
2023,11,211205,G,deslig,1,12550.0
2023,11,211205,H,adm,2,2385.16
2023,11,211205,H,deslig,1,12066.43
2023,11,211205,J,adm,1,11200.0
2023,11,211205,J,deslig,7,10540.91
2023,11,211205,K,adm,11,7820.38
2023,11,211205,K,deslig,6,12878.9
2023,11,211205,M,adm,5,6724.0
2023,11,211205,M,deslig,3,6476.23
2023,11,211205,N,adm,3,9960.0
2023,11,211205,Q,adm,2,8428.65
2023,11,211205,Q,deslig,2,7254.65
2023,11,211205,R,deslig,1,1500.0
2023,11,211210,C,adm,1,5000.0
2023,11,211210,N,adm,3,6187.6
2023,11,211210,N,deslig,1,3765.51
2023,11,211210,Q,adm,1,5857.56
2023,11,211215,N,deslig,1,9003.96
2023,11,211220,A,adm,1,19000.0
2023,11,211220,C,adm,1,4500.0
2023,11,211220,G,adm,1,20000.0
2023,11,211220,H,adm,8,3000.0
2023,11,211220,J,adm,6,9916.83
2023,11,211220,J,deslig,1,7242.2
2023,11,211220,M,deslig,1,13430.98
2023,11,211220,N,adm,2,11372.68
2023,11,211220,Q,adm,1,10000.0
2023,11,212205,A,deslig,1,22407.0
2023,11,212205,C,deslig,3,9845.56
2023,11,212205,G,adm,7,13317.52
2023,11,212205,G,deslig,7,15070.44
2023,11,212205,J,adm,40,17749.11
2023,11,212205,J,deslig,50,13723.71
2023,11,212205,K,adm,16,15598.06
2023,11,212205,K,deslig,8,14284.01
2023,11,212205,L,deslig,2,12700.4
2023,11,212205,M,adm,14,13477.67
2023,11,212205,M,deslig,20,14619.66
2023,11,212205,N,adm,7,23883.53
2023,11,212205,N,deslig,7,24649.37
2023,11,212210,G,adm,2,13850.0
2023,11,212210,H,adm,1,19500.0
2023,11,212210,J,adm,8,8499.71
2023,11,212210,J,deslig,1,11970.09
2023,11,212210,M,adm,14,15185.71
2023,11,212210,N,adm,4,14250.0
2023,11,212215,C,adm,1,7200.0
2023,11,212215,C,deslig,1,10883.0
2023,11,212215,F,adm,1,15000.0
2023,11,212215,F,deslig,1,5277.31
2023,11,212215,G,deslig,5,10291.27
2023,11,212215,J,adm,219,12655.51
2023,11,212215,J,deslig,61,14430.2
2023,11,212215,K,adm,12,10125.0
2023,11,212215,K,deslig,33,15302.86
2023,11,212215,M,adm,10,20629.57
2023,11,212215,M,deslig,14,19573.31
2023,11,212215,N,adm,40,21894.3
2023,11,212215,N,deslig,28,36714.27
2023,11,212305,A,adm,1,4300.0
2023,11,212305,C,adm,4,4873.75
2023,11,212305,C,deslig,2,15779.99
2023,11,212305,F,deslig,1,2201.6
2023,11,212305,G,adm,6,12367.81
2023,11,212305,G,deslig,3,5509.19
2023,11,212305,H,adm,1,12000.0
2023,11,212305,H,deslig,2,6743.66
2023,11,212305,J,adm,48,7800.69
2023,11,212305,J,deslig,64,8501.74
2023,11,212305,K,adm,16,9865.9
2023,11,212305,K,deslig,6,8187.54
2023,11,212305,M,adm,11,9772.73
2023,11,212305,M,deslig,15,9449.58
2023,11,212305,N,adm,12,9185.46
2023,11,212305,N,deslig,19,7131.8
2023,11,212305,P,adm,2,5000.0
2023,11,212305,P,deslig,3,7122.82
2023,11,212305,Q,adm,1,1550.0
2023,11,212305,Q,deslig,1,11390.54
2023,11,212305,S,deslig,1,3192.58
2023,11,212405,A,deslig,2,10848.0
2023,11,212405,B,deslig,1,18685.0
2023,11,212405,C,adm,87,8017.24
2023,11,212405,C,deslig,87,8533.92
2023,11,212405,D,adm,5,7252.0
2023,11,212405,D,deslig,5,8641.8
2023,11,212405,E,adm,1,2630.0
2023,11,212405,E,deslig,4,7868.51
2023,11,212405,F,adm,16,4703.71
2023,11,212405,F,deslig,10,5495.09
2023,11,212405,G,adm,122,6940.79
2023,11,212405,G,deslig,100,5975.79
2023,11,212405,H,adm,15,8434.99
2023,11,212405,H,deslig,14,5312.0
2023,11,212405,I,adm,5,3785.78
2023,11,212405,I,deslig,5,7052.7
2023,11,212405,J,adm,1340,8074.32
2023,11,212405,J,deslig,1028,8200.06
2023,11,212405,K,adm,406,9266.63
2023,11,212405,K,deslig,307,10584.66
2023,11,212405,L,adm,9,9464.11
2023,11,212405,L,deslig,9,13316.46
2023,11,212405,M,adm,249,7792.01
2023,11,212405,M,deslig,250,8699.97
2023,11,212405,N,adm,216,6073.61
2023,11,212405,N,deslig,156,7253.75
2023,11,212405,O,adm,1,4517.51
2023,11,212405,O,deslig,2,8480.8
2023,11,212405,P,adm,26,6297.5
2023,11,212405,P,deslig,15,4270.26
2023,11,212405,Q,adm,30,8562.93
2023,11,212405,Q,deslig,35,7909.32
2023,11,212405,R,adm,1,3847.01
2023,11,212405,R,deslig,5,5117.61
2023,11,212405,S,adm,13,4733.22
2023,11,212405,S,deslig,22,6671.21
2023,11,212410,A,adm,2,6000.0
2023,11,212410,B,deslig,1,4173.93
2023,11,212410,C,adm,25,4651.07
2023,11,212410,C,deslig,16,5451.22
2023,11,212410,D,deslig,1,3615.0
2023,11,212410,E,deslig,1,4000.0
2023,11,212410,F,adm,5,5801.46
2023,11,212410,F,deslig,10,3742.25
2023,11,212410,G,adm,52,5844.57
2023,11,212410,G,deslig,42,4539.31
2023,11,212410,H,adm,12,6170.75
2023,11,212410,H,deslig,2,5086.65
2023,11,212410,I,adm,4,4500.0
2023,11,212410,I,deslig,2,5840.74
2023,11,212410,J,adm,193,5413.14
2023,11,212410,J,deslig,162,5265.03
2023,11,212410,K,adm,26,9752.64
2023,11,212410,K,deslig,27,8024.7
2023,11,212410,L,adm,3,2920.0
2023,11,212410,L,deslig,2,3606.44
2023,11,212410,M,adm,48,4088.76
2023,11,212410,M,deslig,45,5844.67
2023,11,212410,N,adm,54,4871.78
2023,11,212410,N,deslig,57,4618.53
2023,11,212410,P,adm,9,4022.71
2023,11,212410,P,deslig,6,6541.58
2023,11,212410,Q,adm,4,6357.65
2023,11,212410,Q,deslig,4,5023.94
2023,11,212410,R,deslig,1,2407.91
2023,11,212410,S,adm,7,5848.43
2023,11,212410,S,deslig,5,4546.08
2023,11,212425,F,deslig,1,21743.53
2023,11,212425,G,adm,2,9500.0
2023,11,212425,G,deslig,5,14450.41
2023,11,212425,H,adm,1,16164.33
2023,11,212425,H,deslig,1,12136.03
2023,11,212425,J,adm,25,14043.12
2023,11,212425,J,deslig,21,12601.19
2023,11,212425,K,adm,12,15069.81
2023,11,212425,K,deslig,4,13236.35
2023,11,212425,M,adm,5,10096.18
2023,11,212425,M,deslig,11,13884.93
2023,11,212425,N,adm,2,15250.0
2023,11,212425,N,deslig,2,10000.0
2023,11,212425,P,adm,1,14333.0
2023,11,212425,P,deslig,1,6283.0
2023,11,212425,S,adm,1,14000.0
2023,12,203105,C,adm,1,14403.0
2023,12,203105,C,deslig,2,9907.76
2023,12,203105,G,adm,1,4000.0
2023,12,203105,G,deslig,2,15639.25
2023,12,203105,H,adm,1,9300.0
2023,12,203105,J,deslig,5,8295.49
2023,12,203105,K,adm,4,9126.06
2023,12,203105,K,deslig,6,12472.17
2023,12,203105,M,adm,11,7427.25
2023,12,203105,M,deslig,4,12276.52
2023,12,203105,N,deslig,2,6829.0
2023,12,211205,C,adm,1,21300.0
2023,12,211205,C,deslig,1,6000.0
2023,12,211205,G,adm,1,17000.0
2023,12,211205,H,deslig,1,2158.2
2023,12,211205,I,adm,1,4200.0
2023,12,211205,J,adm,3,9331.94
2023,12,211205,J,deslig,9,11035.14
2023,12,211205,K,adm,10,8092.88
2023,12,211205,K,deslig,7,10077.4
2023,12,211205,M,adm,4,7144.75
2023,12,211205,M,deslig,3,13864.74
2023,12,211205,N,deslig,2,7335.2
2023,12,211205,P,deslig,1,8005.17
2023,12,211205,Q,adm,2,7566.65
2023,12,211210,J,adm,1,4276.24
2023,12,211210,L,deslig,1,10901.0
2023,12,211210,M,adm,1,9642.86
2023,12,211210,M,deslig,1,5520.0
2023,12,211210,N,adm,1,3885.0
2023,12,211220,H,deslig,1,3000.0
2023,12,211220,J,adm,1,10000.0
2023,12,211220,J,deslig,2,11311.62
2023,12,211220,K,adm,1,11000.0
2023,12,211220,M,adm,2,15333.33
2023,12,211220,N,deslig,1,3582.25
2023,12,211220,Q,deslig,1,9500.0
2023,12,211220,S,adm,2,7200.0
2023,12,212205,C,adm,1,7984.5
2023,12,212205,G,adm,10,13276.4
2023,12,212205,G,deslig,11,20693.71
2023,12,212205,H,adm,1,13557.84
2023,12,212205,J,adm,37,14454.44
2023,12,212205,J,deslig,54,11616.86
2023,12,212205,K,adm,5,12240.0
2023,12,212205,K,deslig,10,16352.88
2023,12,212205,L,deslig,3,10288.81
2023,12,212205,M,adm,36,13638.82
2023,12,212205,M,deslig,28,14820.52
2023,12,212205,N,adm,3,12000.0
2023,12,212205,N,deslig,8,17085.27
2023,12,212205,P,deslig,2,10269.11
2023,12,212210,G,adm,1,10292.05
2023,12,212210,J,deslig,1,5740.49
2023,12,212210,L,deslig,1,13663.03
2023,12,212210,M,adm,8,18875.0
2023,12,212210,M,deslig,1,9382.54
2023,12,212210,N,adm,1,24458.0
2023,12,212215,C,adm,1,10920.0
2023,12,212215,C,deslig,1,10777.69
2023,12,212215,G,deslig,3,17190.52
2023,12,212215,H,deslig,1,13663.39
2023,12,212215,J,adm,69,12674.03
2023,12,212215,J,deslig,66,13294.91
2023,12,212215,K,adm,6,25244.67
2023,12,212215,K,deslig,35,11930.9
2023,12,212215,M,adm,9,12477.56
2023,12,212215,M,deslig,11,30907.44
2023,12,212215,N,adm,30,22100.8
2023,12,212215,N,deslig,10,25913.66
2023,12,212215,P,deslig,1,10800.0
2023,12,212215,Q,adm,1,11000.0
2023,12,212215,Q,deslig,1,18000.0
2023,12,212215,S,adm,1,11020.98
2023,12,212305,C,deslig,5,10841.8
2023,12,212305,F,adm,1,11550.0
2023,12,212305,G,adm,6,8419.33
2023,12,212305,G,deslig,5,6904.3
2023,12,212305,H,adm,2,4993.66
2023,12,212305,H,deslig,1,11955.91
2023,12,212305,J,adm,45,8467.61
2023,12,212305,J,deslig,47,10090.54
2023,12,212305,K,adm,11,9792.49
2023,12,212305,K,deslig,11,12303.62
2023,12,212305,L,deslig,1,9981.36
2023,12,212305,M,adm,14,7325.61
2023,12,212305,M,deslig,23,12562.8
2023,12,212305,N,adm,12,8350.08
2023,12,212305,N,deslig,23,4924.92
2023,12,212305,P,deslig,3,5297.08
2023,12,212305,Q,adm,2,13258.03
2023,12,212305,Q,deslig,1,18000.0
2023,12,212305,S,adm,1,6000.0
2023,12,212305,S,deslig,1,3595.73
2023,12,212405,A,adm,3,3311.59
2023,12,212405,A,deslig,1,3811.85
2023,12,212405,B,deslig,1,3026.01
2023,12,212405,C,adm,80,8810.14
2023,12,212405,C,deslig,69,8214.73
2023,12,212405,D,adm,3,5925.14
2023,12,212405,D,deslig,4,10950.51
2023,12,212405,E,deslig,2,2898.99
2023,12,212405,F,adm,9,4554.14
2023,12,212405,F,deslig,5,3718.12
2023,12,212405,G,adm,107,7845.48
2023,12,212405,G,deslig,128,6662.47
2023,12,212405,H,adm,21,5150.58
2023,12,212405,H,deslig,23,6922.01
2023,12,212405,I,adm,7,3993.6
2023,12,212405,I,deslig,3,4102.5
2023,12,212405,J,adm,1182,9138.23
2023,12,212405,J,deslig,1216,7987.85
2023,12,212405,K,adm,321,8954.71
2023,12,212405,K,deslig,241,9818.24
2023,12,212405,L,adm,5,14560.0
2023,12,212405,L,deslig,4,9665.61
2023,12,212405,M,adm,220,7787.0
2023,12,212405,M,deslig,293,8447.83
2023,12,212405,N,adm,224,5726.74
2023,12,212405,N,deslig,166,7838.1
2023,12,212405,O,deslig,4,11046.6
2023,12,212405,P,adm,18,6218.27
2023,12,212405,P,deslig,19,4988.54
2023,12,212405,Q,adm,24,7657.89
2023,12,212405,Q,deslig,130,9730.13
2023,12,212405,S,adm,15,4909.21
2023,12,212405,S,deslig,10,8281.63
2023,12,212410,A,adm,1,2129.1
2023,12,212410,A,deslig,1,2204.72
2023,12,212410,C,adm,20,5784.7
2023,12,212410,C,deslig,17,4346.4
2023,12,212410,D,adm,1,6000.0
2023,12,212410,F,adm,7,5171.08
2023,12,212410,F,deslig,10,3710.46
2023,12,212410,G,adm,62,5676.84
2023,12,212410,G,deslig,42,4744.17
2023,12,212410,H,adm,5,4190.17
2023,12,212410,H,deslig,7,5110.56
2023,12,212410,I,adm,1,8300.0
2023,12,212410,I,deslig,1,5616.0
2023,12,212410,J,adm,159,4892.97
2023,12,212410,J,deslig,163,5343.25
2023,12,212410,K,adm,27,9796.86
2023,12,212410,K,deslig,30,8918.53
2023,12,212410,L,adm,5,2858.0
2023,12,212410,M,adm,27,5417.48
2023,12,212410,M,deslig,39,7765.23
2023,12,212410,N,adm,43,5286.38
2023,12,212410,N,deslig,49,4684.5
2023,12,212410,P,adm,5,6055.87
2023,12,212410,P,deslig,12,5086.54
2023,12,212410,Q,adm,5,3700.73
2023,12,212410,Q,deslig,6,4739.07
2023,12,212410,R,adm,1,14500.0
2023,12,212410,R,deslig,1,2257.53
2023,12,212410,S,adm,5,5104.2
2023,12,212410,S,deslig,7,3500.59
2023,12,212425,C,adm,3,14550.0
2023,12,212425,C,deslig,1,16349.0
2023,12,212425,G,adm,3,16397.44
2023,12,212425,G,deslig,5,8763.54
2023,12,212425,H,deslig,1,3500.0
2023,12,212425,J,adm,21,13883.81
2023,12,212425,J,deslig,20,15530.36
2023,12,212425,K,adm,4,15625.0
2023,12,212425,K,deslig,9,15664.64
2023,12,212425,M,adm,4,13347.26
2023,12,212425,M,deslig,8,15646.18
2023,12,212425,N,adm,1,24902.5
2023,12,212425,N,deslig,1,18443.06
2023,12,212425,S,adm,1,10000.0
2023,12,212425,S,deslig,1,14000.0
2024,1,203105,C,adm,12,9089.12
2024,1,203105,C,deslig,5,9180.19
2024,1,203105,G,adm,1,14500.0
2024,1,203105,G,deslig,5,10256.29
2024,1,203105,H,adm,2,9750.0
2024,1,203105,H,deslig,1,29000.0
2024,1,203105,J,adm,7,8558.57
2024,1,203105,J,deslig,11,9242.76
2024,1,203105,K,adm,2,12523.95
2024,1,203105,K,deslig,2,11486.38
2024,1,203105,M,adm,15,8068.97
2024,1,203105,M,deslig,10,13744.85
2024,1,203105,N,adm,4,17317.31
2024,1,203105,N,deslig,1,10429.0
2024,1,203105,Q,adm,2,6667.74
2024,1,203105,Q,deslig,1,4335.48
2024,1,203105,S,deslig,1,9035.0
2024,1,211205,C,adm,2,5035.63
2024,1,211205,G,adm,4,9651.92
2024,1,211205,G,deslig,9,10563.7
2024,1,211205,H,adm,2,9685.72
2024,1,211205,J,adm,6,4962.05
2024,1,211205,J,deslig,11,8746.61
2024,1,211205,K,adm,16,10459.56
2024,1,211205,K,deslig,5,11103.78
2024,1,211205,M,adm,6,8316.67
2024,1,211205,M,deslig,4,6022.02
2024,1,211205,N,adm,2,9800.0
2024,1,211205,N,deslig,2,7211.69
2024,1,211205,P,deslig,1,3177.9
2024,1,211205,Q,adm,1,7800.0
2024,1,211205,Q,deslig,2,8924.08
2024,1,211205,R,adm,1,2405.0
2024,1,211205,R,deslig,3,4105.0
2024,1,211210,G,deslig,2,7628.13
2024,1,211210,J,deslig,1,6588.77
2024,1,211210,K,adm,1,8080.0
2024,1,211210,K,deslig,1,12711.6
2024,1,211210,N,deslig,1,4047.78
2024,1,211215,N,adm,1,5440.0
2024,1,211220,C,adm,1,12730.07
2024,1,211220,H,deslig,1,3000.0
2024,1,211220,J,adm,8,12230.25
2024,1,211220,J,deslig,2,3975.0
2024,1,211220,K,adm,1,5000.0
2024,1,211220,M,adm,2,9750.0
2024,1,211220,N,adm,2,9620.5
2024,1,211220,N,deslig,6,12235.05
2024,1,211220,P,deslig,1,11037.73
2024,1,211220,Q,adm,1,7500.0
2024,1,211220,R,deslig,1,6279.0
2024,1,211220,S,adm,1,3000.0
2024,1,212205,C,adm,2,13282.77
2024,1,212205,C,deslig,1,12795.34
2024,1,212205,G,adm,15,12482.0
2024,1,212205,G,deslig,4,13292.59
2024,1,212205,J,adm,54,12095.53
2024,1,212205,J,deslig,50,15735.09
2024,1,212205,K,adm,14,15629.74
2024,1,212205,K,deslig,5,18500.52
2024,1,212205,M,adm,59,12711.76
2024,1,212205,M,deslig,20,12255.94
2024,1,212205,N,adm,8,15253.52
2024,1,212205,N,deslig,6,15013.22
2024,1,212205,S,deslig,1,5450.0
2024,1,212210,C,adm,2,13250.0
2024,1,212210,G,deslig,1,14000.0
2024,1,212210,J,adm,5,6238.89
2024,1,212210,J,deslig,1,7428.83
2024,1,212210,K,deslig,1,13075.88
2024,1,212210,M,adm,14,16714.29
2024,1,212210,M,deslig,1,14431.2
2024,1,212210,N,adm,5,10102.87
2024,1,212210,N,deslig,1,4250.0
2024,1,212215,C,adm,3,6166.67
2024,1,212215,C,deslig,2,8809.18
2024,1,212215,D,adm,1,3615.0
2024,1,212215,F,adm,2,15300.0
2024,1,212215,F,deslig,1,14709.0
2024,1,212215,G,adm,5,15982.45
2024,1,212215,G,deslig,2,26369.96
2024,1,212215,H,deslig,1,10694.33
2024,1,212215,J,adm,142,16497.64
2024,1,212215,J,deslig,104,12853.04
2024,1,212215,K,adm,17,15005.77
2024,1,212215,K,deslig,31,13644.85
2024,1,212215,L,deslig,1,16461.23
2024,1,212215,M,adm,32,20045.12
2024,1,212215,M,deslig,9,24730.28
2024,1,212215,N,adm,33,23350.27
2024,1,212215,N,deslig,55,24709.66
2024,1,212215,P,adm,1,7000.0
2024,1,212215,Q,adm,1,14000.0
2024,1,212215,R,deslig,1,7526.74
2024,1,212305,C,adm,3,12327.51
2024,1,212305,C,deslig,3,11116.79
2024,1,212305,G,adm,11,7144.83
2024,1,212305,G,deslig,4,10720.93
2024,1,212305,H,adm,1,1487.33
2024,1,212305,J,adm,43,7362.9
2024,1,212305,J,deslig,43,9492.67
2024,1,212305,K,adm,15,12336.38
2024,1,212305,K,deslig,7,7301.26
2024,1,212305,L,deslig,3,9275.11
2024,1,212305,M,adm,10,12682.9
2024,1,212305,M,deslig,10,7763.4
2024,1,212305,N,adm,11,9863.75
2024,1,212305,N,deslig,19,7854.5
2024,1,212305,Q,deslig,1,15453.4
2024,1,212305,S,adm,1,3800.0
2024,1,212405,A,adm,1,4076.8
2024,1,212405,A,deslig,1,23243.13
2024,1,212405,B,adm,1,3000.0
2024,1,212405,B,deslig,1,11585.1
2024,1,212405,C,adm,141,6954.41
2024,1,212405,C,deslig,106,8043.27
2024,1,212405,D,adm,3,8185.0
2024,1,212405,D,deslig,7,9772.33
2024,1,212405,E,adm,1,4000.0
2024,1,212405,E,deslig,4,20640.56
2024,1,212405,F,adm,21,5050.43
2024,1,212405,F,deslig,16,5327.26
2024,1,212405,G,adm,137,7552.05
2024,1,212405,G,deslig,127,7157.78
2024,1,212405,H,adm,25,5678.19
2024,1,212405,H,deslig,21,7126.81
2024,1,212405,I,adm,6,8311.41
2024,1,212405,I,deslig,2,3050.0
2024,1,212405,J,adm,1483,7498.35
2024,1,212405,J,deslig,1514,7828.32
2024,1,212405,K,adm,415,9361.73
2024,1,212405,K,deslig,325,9700.84
2024,1,212405,L,adm,7,15728.57
2024,1,212405,L,deslig,10,8377.69
2024,1,212405,M,adm,291,7322.56
2024,1,212405,M,deslig,273,8597.28
2024,1,212405,N,adm,222,8437.36
2024,1,212405,N,deslig,163,9614.93
2024,1,212405,O,adm,2,2820.76
2024,1,212405,O,deslig,1,4843.42
2024,1,212405,P,adm,10,8100.96
2024,1,212405,P,deslig,27,7468.26
2024,1,212405,Q,adm,34,7852.81
2024,1,212405,Q,deslig,43,8601.44
2024,1,212405,R,adm,2,4577.68
2024,1,212405,R,deslig,1,3546.0
2024,1,212405,S,adm,21,6544.5
2024,1,212405,S,deslig,15,4394.44
2024,1,212410,A,adm,1,2204.72
2024,1,212410,A,deslig,1,2129.1
2024,1,212410,B,adm,1,6500.0
2024,1,212410,C,adm,24,4862.45
2024,1,212410,C,deslig,22,4684.54
